GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0004222	metalloendopeptidase activity	13	5	1.75	2	0.022	0.022	WP_003513498.1;WP_003513547.1;WP_003514331.1;WP_003515551.1;WP_003516440.1	WP_003511511.1;WP_003511984.1;WP_003512384.1;WP_003512523.1;WP_003512574.1;WP_003513117.1;WP_003513250.1;WP_003513995.1;WP_003515416.1;WP_003515468.1;WP_003515474.1;WP_003516160.1;WP_003516876.1;WP_003517046.1;WP_003517284.1;WP_003518182.1;WP_003518280.1;WP_003518741.1;WP_003519067.1;WP_003519085.1;WP_003519194.1;WP_003519433.1;WP_003521100.1;WP_014522613.1;ADU73917.1;ADU74998.1;ADU75314.1;ADU75526.1
GO:0050661	NADP binding	15	5	2.02	4	0.040	0.040	WP_003512405.1;WP_003512461.1;WP_003516657.1;WP_003518220.1;WP_003518601.1	WP_003511511.1;WP_003511984.1;WP_003512384.1;WP_003512523.1;WP_003512574.1;WP_003513117.1;WP_003513250.1;WP_003513995.1;WP_003515416.1;WP_003515468.1;WP_003515474.1;WP_003516160.1;WP_003516876.1;WP_003517046.1;WP_003517284.1;WP_003518182.1;WP_003518280.1;WP_003518741.1;WP_003519067.1;WP_003519085.1;WP_003519194.1;WP_003519433.1;WP_003521100.1;WP_014522613.1;ADU73917.1;ADU74998.1;ADU75314.1;ADU75526.1
GO:0022857	transmembrane transporter activity	70	11	9.41	42	0.049	0.335	ADU74165.1;WP_003512371.1;WP_003513175.1;WP_003513493.1;WP_003513498.1;WP_003515023.1;WP_003516150.1;WP_003517741.1;WP_003518007.1;WP_003518476.1;WP_003518677.1	WP_003511511.1;WP_003511984.1;WP_003512384.1;WP_003512523.1;WP_003512574.1;WP_003513117.1;WP_003513250.1;WP_003513995.1;WP_003515416.1;WP_003515468.1;WP_003515474.1;WP_003516160.1;WP_003516876.1;WP_003517046.1;WP_003517284.1;WP_003518182.1;WP_003518280.1;WP_003518741.1;WP_003519067.1;WP_003519085.1;WP_003519194.1;WP_003519433.1;WP_003521100.1;WP_014522613.1;ADU73917.1;ADU74998.1;ADU75314.1;ADU75526.1
GO:0000287	magnesium ion binding	61	13	8.2	5	0.055	0.055	NA	NA
GO:0016747	transferase activity, transferring acyl ...	34	8	4.57	10	0.064	0.075	NA	NA
GO:0008238	exopeptidase activity	12	4	1.61	9	0.065	0.065	NA	NA
GO:0003677	DNA binding	173	29	23.26	15	0.093	0.106	NA	NA
GO:0003723	RNA binding	119	21	16	14	0.131	0.104	NA	NA
GO:0003735	structural constituent of ribosome	57	11	7.66	17	0.131	0.131	NA	NA
GO:0046914	transition metal ion binding	86	17	11.56	6	0.133	0.058	NA	NA
GO:0000049	tRNA binding	21	5	2.82	18	0.140	0.140	NA	NA
GO:0016741	transferase activity, transferring one-c...	74	10	9.95	72	0.143	0.548	NA	NA
GO:0016758	transferase activity, transferring hexos...	16	4	2.15	19	0.157	0.157	NA	NA
GO:0042802	identical protein binding	16	4	2.15	20	0.157	0.157	NA	NA
GO:0016757	transferase activity, transferring glyco...	43	11	5.78	3	0.166	0.022	NA	NA
GO:0004540	ribonuclease activity	11	3	1.48	22	0.175	0.175	NA	NA
GO:0016987	sigma factor activity	11	3	1.48	23	0.175	0.175	NA	NA
GO:0016763	transferase activity, transferring pento...	17	4	2.29	25	0.185	0.185	NA	NA
GO:0005506	iron ion binding	18	4	2.42	27	0.215	0.215	NA	NA
GO:0008270	zinc ion binding	50	9	6.72	29	0.220	0.220	NA	NA
GO:0016835	carbon-oxygen lyase activity	27	4	3.63	65	0.242	0.502	NA	NA
GO:0003899	DNA-directed 5'-3' RNA polymerase activi...	13	3	1.75	31	0.249	0.249	NA	NA
GO:0016791	phosphatase activity	13	3	1.75	32	0.249	0.249	NA	NA
GO:0003700	DNA-binding transcription factor activit...	45	8	6.05	35	0.250	0.250	NA	NA
GO:0022804	active transmembrane transporter activit...	47	6	6.32	81	0.252	0.622	NA	NA
GO:0015399	primary active transmembrane transporter...	45	5	6.05	94	0.253	0.746	NA	NA
GO:0030554	adenyl nucleotide binding	269	30	36.16	139	0.263	0.912	NA	NA
GO:0004812	aminoacyl-tRNA ligase activity	27	5	3.63	38	0.292	0.292	NA	NA
GO:0043565	sequence-specific DNA binding	21	4	2.82	40	0.309	0.309	NA	NA
GO:0000166	nucleotide binding	372	45	50.01	120	0.314	0.840	NA	NA
GO:0016810	hydrolase activity, acting on carbon-nit...	40	7	5.38	37	0.339	0.285	NA	NA
