GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0140097	catalytic activity, acting on DNA	57	9	2.46	1	0.00025	0.00049	ADU74168.1;ADU74708.1;WP_003514198.1;WP_003515548.1;WP_003516777.1;WP_003517221.1;WP_003519257.1;WP_011838186.1;WP_095522195.1	WP_003512244.1;WP_003513758.1;WP_003514722.1;WP_003514797.1;WP_003517802.1
GO:0016616	oxidoreductase activity, acting on the C...	31	5	1.34	2	0.00904	0.00904	WP_003512475.1;WP_003512586.1;WP_003513128.1;WP_003516257.1;WP_003518588.1	WP_003512244.1;WP_003513758.1;WP_003514722.1;WP_003514797.1;WP_003517802.1
GO:0051287	NAD binding	20	4	0.86	3	0.00905	0.00905	WP_003512475.1;WP_003512586.1;WP_003514863.1;WP_003518588.1	WP_003512244.1;WP_003513758.1;WP_003514722.1;WP_003514797.1;WP_003517802.1
GO:0008408	3'-5' exonuclease activity	11	3	0.48	4	0.00987	0.00987	WP_003515548.1;WP_003517221.1;WP_003519257.1	WP_003512244.1;WP_003513758.1;WP_003514722.1;WP_003514797.1;WP_003517802.1
GO:0015405	P-P-bond-hydrolysis-driven transmembrane...	43	5	1.86	7	0.00992	0.03448	ADU74708.1;WP_003512178.1;WP_003515921.1;WP_003517264.1;WP_095522195.1	WP_003512244.1;WP_003513758.1;WP_003514722.1;WP_003514797.1;WP_003517802.1
GO:0046872	metal ion binding	279	15	12.06	22	0.02400	0.20566	ADU74708.1;WP_003511549.1;WP_003512350.1;WP_003512586.1;WP_003513128.1;WP_003514863.1;WP_003515026.1;WP_003516257.1;WP_003517142.1;WP_003518453.1;WP_003518588.1;WP_003518593.1;WP_003518690.1;WP_003521086.1;WP_095522195.1	WP_003512244.1;WP_003513758.1;WP_003514722.1;WP_003514797.1;WP_003517802.1
GO:0030248	cellulose binding	22	3	0.95	11	0.06582	0.06582	NA	NA
GO:0008810	cellulase activity	13	2	0.56	13	0.10557	0.10557	NA	NA
GO:0030247	polysaccharide binding	25	4	1.08	5	0.11977	0.02011	NA	NA
GO:0016758	transferase activity, transferring hexos...	16	2	0.69	16	0.14971	0.14971	NA	NA
GO:0051536	iron-sulfur cluster binding	69	4	2.98	36	0.16089	0.34851	NA	NA
GO:0140096	catalytic activity, acting on a protein	127	6	5.49	53	0.16437	0.47556	NA	NA
GO:0019829	cation-transporting ATPase activity	18	2	0.78	18	0.18089	0.18089	NA	NA
GO:0009055	electron transfer activity	20	2	0.86	24	0.21295	0.21295	NA	NA
GO:0016836	hydro-lyase activity	20	2	0.86	25	0.21295	0.21295	NA	NA
GO:0003677	DNA binding	173	10	7.48	21	0.23905	0.20374	NA	NA
GO:0019843	rRNA binding	41	3	1.77	29	0.25946	0.25946	NA	NA
GO:0003700	DNA-binding transcription factor activit...	45	3	1.95	31	0.30775	0.30775	NA	NA
GO:0016798	hydrolase activity, acting on glycosyl b...	55	5	2.38	12	0.34697	0.08419	NA	NA
GO:0043022	ribosome binding	10	1	0.43	38	0.35829	0.35829	NA	NA
GO:0004527	exonuclease activity	22	4	0.95	39	0.37194	0.37194	NA	NA
GO:0004519	endonuclease activity	30	2	1.3	40	0.37558	0.37558	NA	NA
GO:0016757	transferase activity, transferring glyco...	43	4	1.86	14	0.37699	0.11074	NA	NA
GO:0016881	acid-amino acid ligase activity	11	1	0.48	41	0.38626	0.38626	NA	NA
GO:0004540	ribonuclease activity	11	1	0.48	42	0.38626	0.38626	NA	NA
GO:0008649	rRNA methyltransferase activity	11	1	0.48	43	0.38626	0.38626	NA	NA
GO:0003824	catalytic activity	997	45	43.11	73	0.38839	0.64879	NA	NA
GO:0004553	hydrolase activity, hydrolyzing O-glycos...	45	4	1.95	15	0.39377	0.12557	NA	NA
GO:0008757	S-adenosylmethionine-dependent methyltra...	23	2	0.99	30	0.40996	0.26193	NA	NA
