GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0048870	cell motility	24	3	1.07	17	0.044	0.087	WP_003513581.1;WP_003515653.1;WP_003517948.1	WP_003513420.1;WP_003513913.1;WP_003515787.1;WP_003515853.1;WP_003516269.1;WP_003517995.1;WP_003519448.1;WP_003520472.1
GO:0007165	signal transduction	90	5	4	84	0.054	0.370	NA	NA
GO:0022414	reproductive process	10	2	0.44	8	0.069	0.069	NA	NA
GO:0032506	cytokinetic process	10	2	0.44	9	0.069	0.069	NA	NA
GO:0042274	ribosomal small subunit biogenesis	10	2	0.44	10	0.069	0.069	NA	NA
GO:0000105	histidine biosynthetic process	11	2	0.49	14	0.082	0.082	NA	NA
GO:0048522	positive regulation of cellular process	15	2	0.67	38	0.086	0.141	NA	NA
GO:0016072	rRNA metabolic process	29	2	1.29	85	0.087	0.372	NA	NA
GO:0050896	response to stimulus	210	9	9.33	194	0.089	0.607	NA	NA
GO:0005975	carbohydrate metabolic process	120	6	5.33	118	0.092	0.445	NA	NA
GO:0048583	regulation of response to stimulus	12	2	0.53	22	0.096	0.096	NA	NA
GO:0045892	negative regulation of transcription, DN...	12	2	0.53	23	0.096	0.096	NA	NA
GO:0042255	ribosome assembly	12	2	0.53	24	0.096	0.096	NA	NA
GO:0000902	cell morphogenesis	19	2	0.84	52	0.127	0.205	NA	NA
GO:0022603	regulation of anatomical structure morph...	19	2	0.84	53	0.127	0.205	NA	NA
GO:0022607	cellular component assembly	75	7	3.33	2	0.130	0.043	NA	NA
GO:0006518	peptide metabolic process	123	4	5.46	296	0.134	0.816	NA	NA
GO:0008610	lipid biosynthetic process	34	3	1.51	51	0.155	0.189	NA	NA
GO:0071973	bacterial-type flagellum-dependent cell ...	17	2	0.75	47	0.172	0.172	NA	NA
GO:0006631	fatty acid metabolic process	18	2	0.8	49	0.189	0.189	NA	NA
GO:0048518	positive regulation of biological proces...	21	3	0.93	3	0.199	0.062	NA	NA
GO:0090305	nucleic acid phosphodiester bond hydroly...	54	4	2.4	56	0.215	0.215	NA	NA
GO:0006793	phosphorus metabolic process	253	8	11.23	322	0.222	0.905	NA	NA
GO:0048869	cellular developmental process	25	3	1.11	20	0.234	0.095	NA	NA
GO:0006520	cellular amino acid metabolic process	145	5	6.44	288	0.249	0.794	NA	NA
GO:0051301	cell division	41	4	1.82	28	0.263	0.104	NA	NA
GO:1901135	carbohydrate derivative metabolic proces...	198	5	8.79	355	0.297	0.956	NA	NA
GO:2000113	negative regulation of cellular macromol...	21	3	0.93	4	0.329	0.062	NA	NA
GO:0006351	transcription, DNA-templated	103	6	4.57	66	0.332	0.304	NA	NA
GO:0009058	biosynthetic process	568	21	25.22	326	0.351	0.910	NA	NA
GO:0008299	isoprenoid biosynthetic process	10	1	0.44	75	0.366	0.366	NA	NA
GO:0009432	SOS response	10	1	0.44	76	0.366	0.366	NA	NA
GO:0015986	ATP synthesis coupled proton transport	10	1	0.44	77	0.366	0.366	NA	NA
GO:0044780	bacterial-type flagellum assembly	10	1	0.44	78	0.366	0.366	NA	NA
GO:0009225	nucleotide-sugar metabolic process	10	1	0.44	79	0.366	0.366	NA	NA
GO:0006605	protein targeting	10	1	0.44	80	0.366	0.366	NA	NA
GO:0034655	nucleobase-containing compound catabolic...	75	3	3.33	214	0.372	0.661	NA	NA
GO:0031328	positive regulation of cellular biosynth...	11	1	0.49	92	0.395	0.395	NA	NA
GO:0032269	negative regulation of cellular protein ...	11	1	0.49	93	0.395	0.395	NA	NA
GO:0071806	protein transmembrane transport	11	1	0.49	94	0.395	0.395	NA	NA
GO:0044265	cellular macromolecule catabolic process	11	1	0.49	95	0.395	0.395	NA	NA
