GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0004888	transmembrane signaling receptor activit...	12	4	0.67	1	0.0031	0.0031	WP_003516942.1;WP_003517791.1;WP_014522631.1;WP_080552882.1	WP_003511963.1;WP_003512055.1;WP_003514194.1;WP_003515665.1;WP_003515754.1;WP_003516186.1;WP_003516905.1;WP_003517280.1;WP_003517497.1;WP_003518388.1;WP_003518671.1;WP_003518927.1;WP_003519155.1;WP_003519398.1;WP_003520705.1
GO:0016779	nucleotidyltransferase activity	55	8	3.07	2	0.0069	0.0092	WP_003512267.1;WP_003514293.1;WP_003515634.1;WP_003516841.1;WP_003517000.1;WP_003517215.1;WP_003517440.1;WP_003517504.1	WP_003511963.1;WP_003512055.1;WP_003514194.1;WP_003515665.1;WP_003515754.1;WP_003516186.1;WP_003516905.1;WP_003517280.1;WP_003517497.1;WP_003518388.1;WP_003518671.1;WP_003518927.1;WP_003519155.1;WP_003519398.1;WP_003520705.1
GO:0020037	heme binding	12	3	0.67	3	0.0255	0.0255	WP_003516841.1;WP_003516942.1;WP_003517791.1	WP_003511963.1;WP_003512055.1;WP_003514194.1;WP_003515665.1;WP_003515754.1;WP_003516186.1;WP_003516905.1;WP_003517280.1;WP_003517497.1;WP_003518388.1;WP_003518671.1;WP_003518927.1;WP_003519155.1;WP_003519398.1;WP_003520705.1
GO:0016811	hydrolase activity, acting on carbon-nit...	18	3	1	7	0.0744	0.0744	NA	NA
GO:0016836	hydro-lyase activity	20	3	1.12	9	0.0961	0.0961	NA	NA
GO:0097367	carbohydrate derivative binding	334	21	18.64	30	0.1002	0.2983	NA	NA
GO:0003954	NADH dehydrogenase activity	10	2	0.56	10	0.1034	0.1034	NA	NA
GO:0000049	tRNA binding	21	3	1.17	11	0.1078	0.1078	NA	NA
GO:0052689	carboxylic ester hydrolase activity	11	2	0.61	13	0.1220	0.1220	NA	NA
GO:0008408	3'-5' exonuclease activity	11	2	0.61	14	0.1220	0.1220	NA	NA
GO:0060089	molecular transducer activity	24	6	1.34	15	0.1304	0.1304	NA	NA
GO:0016830	carbon-carbon lyase activity	30	3	1.67	21	0.1413	0.2322	NA	NA
GO:0008168	methyltransferase activity	64	7	3.57	6	0.1486	0.0604	NA	NA
GO:0005515	protein binding	97	9	5.41	8	0.1501	0.0841	NA	NA
GO:0003676	nucleic acid binding	308	17	17.19	86	0.1562	0.5698	NA	NA
