GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0016765	transferase activity, transferring alkyl...	25	5	1.38	1	0.0098	0.0098	WP_003513423.1;WP_003513773.1;WP_003515557.1;WP_003517355.1;WP_003517374.1	WP_003511598.1;WP_003511913.1;WP_003512340.1;WP_003512590.1;WP_003513010.1;WP_003513430.1;WP_003513529.1;WP_003514246.1;WP_003514904.1;WP_003515675.1;WP_003516360.1;WP_003516624.1;WP_003517715.1;WP_003517996.1;WP_003518528.1;WP_003521255.1;WP_023062381.1
GO:0030170	pyridoxal phosphate binding	28	5	1.54	2	0.0159	0.0159	ADU73379.1;WP_003513773.1;WP_003515290.1;WP_003516296.1;WP_003517355.1	WP_003511598.1;WP_003511913.1;WP_003512340.1;WP_003512590.1;WP_003513010.1;WP_003513430.1;WP_003513529.1;WP_003514246.1;WP_003514904.1;WP_003515675.1;WP_003516360.1;WP_003516624.1;WP_003517715.1;WP_003517996.1;WP_003518528.1;WP_003521255.1;WP_023062381.1
GO:0016779	nucleotidyltransferase activity	55	6	3.03	6	0.0749	0.0764	NA	NA
GO:0016829	lyase activity	97	9	5.34	7	0.0813	0.0782	NA	NA
GO:0004553	hydrolase activity, hydrolyzing O-glycos...	45	5	2.48	8	0.0933	0.0962	NA	NA
GO:0016798	hydrolase activity, acting on glycosyl b...	55	7	3.03	4	0.0945	0.0275	NA	NA
GO:0016854	racemase and epimerase activity	10	2	0.55	9	0.1009	0.1009	NA	NA
GO:0030246	carbohydrate binding	46	4	2.53	15	0.1056	0.2440	NA	NA
GO:0035438	cyclic-di-GMP binding	11	2	0.61	10	0.1191	0.1191	NA	NA
GO:0022857	transmembrane transporter activity	70	5	3.85	21	0.1198	0.3402	NA	NA
GO:0008237	metallopeptidase activity	17	2	0.94	14	0.2021	0.2394	NA	NA
GO:0016903	oxidoreductase activity, acting on the a...	16	2	0.88	12	0.2186	0.2186	NA	NA
GO:0003700	DNA-binding transcription factor activit...	45	4	2.48	13	0.2318	0.2318	NA	NA
GO:0016772	transferase activity, transferring phosp...	143	8	7.87	52	0.2490	0.5393	NA	NA
GO:0022890	inorganic cation transmembrane transport...	31	2	1.71	43	0.2898	0.5174	NA	NA
GO:0015075	ion transmembrane transporter activity	40	3	2.2	26	0.3271	0.3797	NA	NA
GO:0016835	carbon-oxygen lyase activity	27	2	1.49	32	0.3282	0.4436	NA	NA
GO:0016746	transferase activity, transferring acyl ...	41	2	2.26	76	0.3313	0.6721	NA	NA
GO:0051539	4 iron, 4 sulfur cluster binding	37	3	2.04	19	0.3332	0.3332	NA	NA
GO:0008483	transaminase activity	22	2	1.21	22	0.3438	0.3438	NA	NA
GO:0015318	inorganic molecular entity transmembrane...	39	3	2.15	24	0.3637	0.3643	NA	NA
