GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0016791	phosphatase activity	13	3	0.69	3	0.028	0.028	WP_003512983.1;WP_003514180.1;WP_003517597.1	WP_003512036.1;WP_003513564.1;WP_003513587.1;WP_003516075.1;WP_003516438.1;WP_003517534.1;WP_003519322.1
GO:0016884	carbon-nitrogen ligase activity, with gl...	16	3	0.86	5	0.050	0.050	NA	NA
GO:0016831	carboxy-lyase activity	18	3	0.96	7	0.067	0.067	NA	NA
GO:0005515	protein binding	97	9	5.19	8	0.067	0.067	NA	NA
GO:0016779	nucleotidyltransferase activity	55	6	2.94	9	0.068	0.068	NA	NA
GO:0016836	hydro-lyase activity	20	3	1.07	11	0.087	0.087	NA	NA
GO:0030145	manganese ion binding	10	2	0.53	15	0.096	0.096	NA	NA
GO:0005198	structural molecule activity	68	7	3.64	6	0.108	0.065	NA	NA
GO:0016830	carbon-carbon lyase activity	30	5	1.6	1	0.125	0.019	NA	NA
GO:0008757	S-adenosylmethionine-dependent methyltra...	23	3	1.23	16	0.130	0.121	NA	NA
GO:0008238	exopeptidase activity	12	2	0.64	17	0.132	0.132	NA	NA
GO:0016879	ligase activity, forming carbon-nitrogen...	42	6	2.25	2	0.148	0.021	NA	NA
GO:0032549	ribonucleoside binding	59	6	3.15	12	0.148	0.090	NA	NA
GO:0019843	rRNA binding	41	4	2.19	20	0.172	0.172	NA	NA
GO:0003735	structural constituent of ribosome	57	5	3.05	25	0.184	0.184	NA	NA
GO:0050661	NADP binding	15	2	0.8	26	0.189	0.189	NA	NA
GO:0016903	oxidoreductase activity, acting on the a...	16	2	0.86	29	0.209	0.209	NA	NA
GO:0000287	magnesium ion binding	61	5	3.26	30	0.223	0.223	NA	NA
GO:0016763	transferase activity, transferring pento...	17	2	0.91	32	0.229	0.229	NA	NA
GO:0016866	intramolecular transferase activity	17	2	0.91	33	0.229	0.229	NA	NA
GO:0005524	ATP binding	266	17	14.22	39	0.238	0.238	NA	NA
GO:0043169	cation binding	284	15	15.18	89	0.244	0.571	NA	NA
GO:0017111	nucleoside-triphosphatase activity	139	6	7.43	119	0.248	0.774	NA	NA
GO:0016787	hydrolase activity	424	26	22.67	31	0.266	0.225	NA	NA
GO:0008173	RNA methyltransferase activity	17	2	0.91	34	0.280	0.229	NA	NA
GO:0016407	acetyltransferase activity	22	2	1.18	54	0.281	0.331	NA	NA
GO:0032550	purine ribonucleoside binding	56	5	2.99	21	0.284	0.175	NA	NA
GO:0051287	NAD binding	20	2	1.07	48	0.290	0.290	NA	NA
GO:0005525	GTP binding	36	3	1.92	51	0.302	0.302	NA	NA
GO:0016810	hydrolase activity, acting on carbon-nit...	40	3	2.14	59	0.331	0.362	NA	NA
GO:0008483	transaminase activity	22	2	1.18	55	0.331	0.331	NA	NA
GO:0140097	catalytic activity, acting on DNA	57	4	3.05	60	0.364	0.364	NA	NA
GO:0016829	lyase activity	97	10	5.19	4	0.366	0.029	NA	NA
GO:0003723	RNA binding	119	9	6.36	24	0.368	0.177	NA	NA
GO:0003924	GTPase activity	24	2	1.28	61	0.371	0.371	NA	NA
GO:0140101	catalytic activity, acting on a tRNA	51	3	2.73	82	0.374	0.521	NA	NA
GO:0016765	transferase activity, transferring alkyl...	25	2	1.34	62	0.390	0.390	NA	NA
GO:0043022	ribosome binding	10	1	0.53	64	0.424	0.424	NA	NA
GO:0016860	intramolecular oxidoreductase activity	10	1	0.53	65	0.424	0.424	NA	NA
GO:0016798	hydrolase activity, acting on glycosyl b...	55	3	2.94	90	0.426	0.574	NA	NA
GO:0016741	transferase activity, transferring one-c...	74	4	3.96	88	0.426	0.569	NA	NA
GO:0016462	pyrophosphatase activity	149	7	7.97	111	0.432	0.704	NA	NA
GO:0030170	pyridoxal phosphate binding	28	2	1.5	67	0.447	0.447	NA	NA
GO:0016757	transferase activity, transferring glyco...	43	4	2.3	27	0.448	0.194	NA	NA
GO:0016853	isomerase activity	56	5	2.99	22	0.453	0.175	NA	NA
GO:0004540	ribonuclease activity	11	1	0.59	69	0.455	0.455	NA	NA
GO:0008649	rRNA methyltransferase activity	11	1	0.59	70	0.455	0.455	NA	NA
GO:0035438	cyclic-di-GMP binding	11	1	0.59	71	0.455	0.455	NA	NA
GO:0004519	endonuclease activity	30	2	1.6	73	0.484	0.484	NA	NA
GO:0046873	metal ion transmembrane transporter acti...	12	1	0.64	74	0.484	0.484	NA	NA
GO:0016782	transferase activity, transferring sulfu...	12	1	0.64	75	0.484	0.484	NA	NA
GO:0016616	oxidoreductase activity, acting on the C...	31	2	1.66	77	0.501	0.501	NA	NA
GO:0008270	zinc ion binding	50	3	2.67	78	0.507	0.507	NA	NA
GO:0046872	metal ion binding	279	14	14.92	103	0.507	0.657	NA	NA
GO:0003690	double-stranded DNA binding	13	1	0.69	79	0.512	0.512	NA	NA
GO:0140096	catalytic activity, acting on a protein	127	6	6.79	109	0.528	0.691	NA	NA
GO:0019842	vitamin binding	42	3	2.25	63	0.536	0.392	NA	NA
GO:0046906	tetrapyrrole binding	14	1	0.75	83	0.538	0.538	NA	NA
GO:0016651	oxidoreductase activity, acting on NAD(P...	16	1	0.86	91	0.587	0.587	NA	NA
GO:0008080	N-acetyltransferase activity	16	1	0.86	92	0.587	0.587	NA	NA
GO:0016758	transferase activity, transferring hexos...	16	1	0.86	93	0.587	0.587	NA	NA
GO:0008237	metallopeptidase activity	17	1	0.91	98	0.609	0.609	NA	NA
GO:0032553	ribonucleotide binding	323	20	17.27	44	0.611	0.257	NA	NA
GO:0140098	catalytic activity, acting on RNA	90	6	4.81	57	0.624	0.348	NA	NA
GO:0016811	hydrolase activity, acting on carbon-nit...	18	1	0.96	99	0.631	0.631	NA	NA
GO:0016874	ligase activity	88	8	4.7	14	0.631	0.091	NA	NA
GO:0015077	monovalent inorganic cation transmembran...	19	1	1.02	101	0.651	0.651	NA	NA
