GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0046677	response to antibiotic	12	5	1.05	1	0.0022	0.0022	WP_003514830.1;WP_003515928.1;WP_003517639.1;WP_003518707.1;WP_003520409.1	WP_003512015.1;WP_003512291.1;WP_003512352.1;WP_003512370.1;WP_003513251.1;WP_003514556.1;WP_003514599.1;WP_003515733.1;WP_003516073.1;WP_003516691.1;WP_003517163.1;WP_003517464.1;WP_003517490.1;WP_003517637.1;WP_003517752.1
GO:0046390	ribose phosphate biosynthetic process	77	9	6.71	72	0.0074	0.2200	WP_003513513.1;WP_003515445.1;WP_003516452.1;WP_003516667.1;WP_003517452.1;WP_003517457.1;WP_003517537.1;WP_003517953.1;WP_003520372.1	WP_003512015.1;WP_003512291.1;WP_003512352.1;WP_003512370.1;WP_003513251.1;WP_003514556.1;WP_003514599.1;WP_003515733.1;WP_003516073.1;WP_003516691.1;WP_003517163.1;WP_003517464.1;WP_003517490.1;WP_003517637.1;WP_003517752.1
GO:0018106	peptidyl-histidine phosphorylation	16	5	1.39	3	0.0091	0.0091	WP_003511686.1;WP_003517988.1;WP_003518456.1;WP_003518707.1;WP_003519324.1	WP_003512015.1;WP_003512291.1;WP_003512352.1;WP_003512370.1;WP_003513251.1;WP_003514556.1;WP_003514599.1;WP_003515733.1;WP_003516073.1;WP_003516691.1;WP_003517163.1;WP_003517464.1;WP_003517490.1;WP_003517637.1;WP_003517752.1
GO:0006810	transport	121	12	10.54	133	0.0117	0.3595	ADU73598.1;WP_003511531.1;WP_003513513.1;WP_003515646.1;WP_003515762.1;WP_003516561.1;WP_003517378.1;WP_003517639.1;WP_003517953.1;WP_003517984.1;WP_003518165.1;WP_003518452.1	WP_003512015.1;WP_003512291.1;WP_003512352.1;WP_003512370.1;WP_003513251.1;WP_003514556.1;WP_003514599.1;WP_003515733.1;WP_003516073.1;WP_003516691.1;WP_003517163.1;WP_003517464.1;WP_003517490.1;WP_003517637.1;WP_003517752.1
GO:0055114	oxidation-reduction process	177	24	15.42	4	0.0137	0.0126	WP_003512015.1;WP_003512157.1;WP_003512576.1;WP_003512583.1;WP_003513007.1;WP_003513203.1;WP_003513400.1;WP_003513639.1;WP_003513964.1;WP_003514575.1;WP_003515904.1;WP_003516452.1;WP_003517391.1;WP_003518003.1;WP_003518029.1;WP_003518031.1;WP_003519039.1;WP_003519061.1;WP_003519094.1;WP_003519966.1;WP_003520372.1;WP_003520963.1;WP_003520980.1;WP_003521649.1	WP_003512015.1;WP_003512291.1;WP_003512352.1;WP_003512370.1;WP_003513251.1;WP_003514556.1;WP_003514599.1;WP_003515733.1;WP_003516073.1;WP_003516691.1;WP_003517163.1;WP_003517464.1;WP_003517490.1;WP_003517637.1;WP_003517752.1
GO:0006928	movement of cell or subcellular componen...	31	6	2.7	19	0.0169	0.0460	WP_003517953.1;WP_003517972.1;WP_003517984.1;WP_003517988.1;WP_003518165.1;WP_003518456.1	WP_003512015.1;WP_003512291.1;WP_003512352.1;WP_003512370.1;WP_003513251.1;WP_003514556.1;WP_003514599.1;WP_003515733.1;WP_003516073.1;WP_003516691.1;WP_003517163.1;WP_003517464.1;WP_003517490.1;WP_003517637.1;WP_003517752.1
GO:0071555	cell wall organization	21	5	1.83	6	0.0299	0.0299	WP_003511686.1;WP_003512921.1;WP_003515572.1;WP_003515928.1;WP_003518707.1	WP_003512015.1;WP_003512291.1;WP_003512352.1;WP_003512370.1;WP_003513251.1;WP_003514556.1;WP_003514599.1;WP_003515733.1;WP_003516073.1;WP_003516691.1;WP_003517163.1;WP_003517464.1;WP_003517490.1;WP_003517637.1;WP_003517752.1
GO:0023014	signal transduction by protein phosphory...	15	4	1.31	9	0.0350	0.0350	WP_003517988.1;WP_003518456.1;WP_003518707.1;WP_003519324.1	WP_003512015.1;WP_003512291.1;WP_003512352.1;WP_003512370.1;WP_003513251.1;WP_003514556.1;WP_003514599.1;WP_003515733.1;WP_003516073.1;WP_003516691.1;WP_003517163.1;WP_003517464.1;WP_003517490.1;WP_003517637.1;WP_003517752.1
GO:0006935	chemotaxis	38	7	3.31	11	0.0408	0.0408	WP_003511686.1;WP_003512852.1;WP_003514493.1;WP_003516902.1;WP_003517972.1;WP_003517988.1;WP_003518456.1	WP_003512015.1;WP_003512291.1;WP_003512352.1;WP_003512370.1;WP_003513251.1;WP_003514556.1;WP_003514599.1;WP_003515733.1;WP_003516073.1;WP_003516691.1;WP_003517163.1;WP_003517464.1;WP_003517490.1;WP_003517637.1;WP_003517752.1
GO:0044248	cellular catabolic process	109	11	9.49	122	0.0451	0.3471	ADU73598.1;WP_003512026.1;WP_003514830.1;WP_003515979.1;WP_003516184.1;WP_003516667.1;WP_003517391.1;WP_003517537.1;WP_003517639.1;WP_003517984.1;WP_003520409.1	WP_003512015.1;WP_003512291.1;WP_003512352.1;WP_003512370.1;WP_003513251.1;WP_003514556.1;WP_003514599.1;WP_003515733.1;WP_003516073.1;WP_003516691.1;WP_003517163.1;WP_003517464.1;WP_003517490.1;WP_003517637.1;WP_003517752.1
