GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0003700	DNA-binding transcription factor activit...	45	10	4.81	2	0.017	0.0167	WP_003511705.1;WP_003512628.1;WP_003513630.1;WP_003513878.1;WP_003515434.1;WP_003515852.1;WP_003517993.1;WP_003518533.1;WP_003518724.1;WP_003519037.1	WP_003512035.1;WP_003512826.1;WP_003513015.1;WP_003513303.1;WP_003513333.1;WP_003513421.1;WP_003513588.1;WP_003513763.1;WP_003514245.1;WP_003514987.1;WP_003515048.1;WP_003515370.1;WP_003515667.1;WP_003515703.1;WP_003515875.1;WP_003516103.1;WP_003516246.1;WP_003516256.1;WP_003516379.1;WP_003516386.1;WP_003517147.1;WP_003517282.1;WP_003517346.1;WP_003517416.1;WP_003517768.1;WP_003517930.1;WP_003518270.1;WP_003518396.1;WP_003519138.1;WP_003519427.1;WP_003519476.1;WP_014522599.1
GO:0016903	oxidoreductase activity, acting on the a...	16	5	1.71	3	0.021	0.0214	ADU73753.1;WP_003513282.1;WP_003516455.1;WP_003517183.1;WP_020458025.1	WP_003512035.1;WP_003512826.1;WP_003513015.1;WP_003513303.1;WP_003513333.1;WP_003513421.1;WP_003513588.1;WP_003513763.1;WP_003514245.1;WP_003514987.1;WP_003515048.1;WP_003515370.1;WP_003515667.1;WP_003515703.1;WP_003515875.1;WP_003516103.1;WP_003516246.1;WP_003516256.1;WP_003516379.1;WP_003516386.1;WP_003517147.1;WP_003517282.1;WP_003517346.1;WP_003517416.1;WP_003517768.1;WP_003517930.1;WP_003518270.1;WP_003518396.1;WP_003519138.1;WP_003519427.1;WP_003519476.1;WP_014522599.1
GO:0008649	rRNA methyltransferase activity	11	4	1.18	4	0.023	0.0227	WP_003514192.1;WP_003514209.1;WP_003515515.1;WP_004463712.1	WP_003512035.1;WP_003512826.1;WP_003513015.1;WP_003513303.1;WP_003513333.1;WP_003513421.1;WP_003513588.1;WP_003513763.1;WP_003514245.1;WP_003514987.1;WP_003515048.1;WP_003515370.1;WP_003515667.1;WP_003515703.1;WP_003515875.1;WP_003516103.1;WP_003516246.1;WP_003516256.1;WP_003516379.1;WP_003516386.1;WP_003517147.1;WP_003517282.1;WP_003517346.1;WP_003517416.1;WP_003517768.1;WP_003517930.1;WP_003518270.1;WP_003518396.1;WP_003519138.1;WP_003519427.1;WP_003519476.1;WP_014522599.1
GO:0046933	proton-transporting ATP synthase activit...	11	4	1.18	5	0.023	0.0227	ADU75920.1;WP_003513515.1;WP_003515456.1;WP_003515457.1	WP_003512035.1;WP_003512826.1;WP_003513015.1;WP_003513303.1;WP_003513333.1;WP_003513421.1;WP_003513588.1;WP_003513763.1;WP_003514245.1;WP_003514987.1;WP_003515048.1;WP_003515370.1;WP_003515667.1;WP_003515703.1;WP_003515875.1;WP_003516103.1;WP_003516246.1;WP_003516256.1;WP_003516379.1;WP_003516386.1;WP_003517147.1;WP_003517282.1;WP_003517346.1;WP_003517416.1;WP_003517768.1;WP_003517930.1;WP_003518270.1;WP_003518396.1;WP_003519138.1;WP_003519427.1;WP_003519476.1;WP_014522599.1
GO:0003924	GTPase activity	24	6	2.57	9	0.035	0.0355	WP_003515361.1;WP_003515850.1;WP_003516310.1;WP_003516470.1;WP_003517736.1;WP_003518049.1	WP_003512035.1;WP_003512826.1;WP_003513015.1;WP_003513303.1;WP_003513333.1;WP_003513421.1;WP_003513588.1;WP_003513763.1;WP_003514245.1;WP_003514987.1;WP_003515048.1;WP_003515370.1;WP_003515667.1;WP_003515703.1;WP_003515875.1;WP_003516103.1;WP_003516246.1;WP_003516256.1;WP_003516379.1;WP_003516386.1;WP_003517147.1;WP_003517282.1;WP_003517346.1;WP_003517416.1;WP_003517768.1;WP_003517930.1;WP_003518270.1;WP_003518396.1;WP_003519138.1;WP_003519427.1;WP_003519476.1;WP_014522599.1
GO:0005515	protein binding	97	16	10.37	10	0.041	0.0454	WP_003512262.1;WP_003512606.1;WP_003512826.1;WP_003512952.1;WP_003513303.1;WP_003513792.1;WP_003513808.1;WP_003513992.1;WP_003514804.1;WP_003516278.1;WP_003517446.1;WP_003517525.1;WP_003519075.1;WP_003519204.1;WP_003520957.1;WP_003520969.1	WP_003512035.1;WP_003512826.1;WP_003513015.1;WP_003513303.1;WP_003513333.1;WP_003513421.1;WP_003513588.1;WP_003513763.1;WP_003514245.1;WP_003514987.1;WP_003515048.1;WP_003515370.1;WP_003515667.1;WP_003515703.1;WP_003515875.1;WP_003516103.1;WP_003516246.1;WP_003516256.1;WP_003516379.1;WP_003516386.1;WP_003517147.1;WP_003517282.1;WP_003517346.1;WP_003517416.1;WP_003517768.1;WP_003517930.1;WP_003518270.1;WP_003518396.1;WP_003519138.1;WP_003519427.1;WP_003519476.1;WP_014522599.1
GO:0097159	organic cyclic compound binding	629	67	67.25	94	0.087	0.5541	NA	NA
GO:1901363	heterocyclic compound binding	629	67	67.25	95	0.087	0.5541	NA	NA
GO:0043168	anion binding	385	48	41.16	16	0.088	0.1063	NA	NA
GO:0016881	acid-amino acid ligase activity	11	3	1.18	15	0.104	0.1040	NA	NA
