GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0000097	sulfur amino acid biosynthetic process	18	4	0.98	3	0.0014	0.0139	WP_003513096.1;WP_003513773.1;WP_003517355.1;WP_003517374.1	WP_003511598.1;WP_003511913.1;WP_003512340.1;WP_003512590.1;WP_003513010.1;WP_003513430.1;WP_003513529.1;WP_003514246.1;WP_003514904.1;WP_003515675.1;WP_003516360.1;WP_003516624.1;WP_003517715.1;WP_003517996.1;WP_003518528.1;WP_003521255.1;WP_023062381.1
GO:0009069	serine family amino acid metabolic proce...	16	4	0.87	2	0.0090	0.0090	WP_003513096.1;WP_003513773.1;WP_003517355.1;WP_003517374.1	WP_003511598.1;WP_003511913.1;WP_003512340.1;WP_003512590.1;WP_003513010.1;WP_003513430.1;WP_003513529.1;WP_003514246.1;WP_003514904.1;WP_003515675.1;WP_003516360.1;WP_003516624.1;WP_003517715.1;WP_003517996.1;WP_003518528.1;WP_003521255.1;WP_023062381.1
GO:1901607	alpha-amino acid biosynthetic process	87	9	4.75	6	0.0332	0.0416	ADU73379.1;WP_003513096.1;WP_003513126.1;WP_003513773.1;WP_003517355.1;WP_003517374.1;WP_003518903.1;WP_003518917.1;WP_003520446.1	WP_003511598.1;WP_003511913.1;WP_003512340.1;WP_003512590.1;WP_003513010.1;WP_003513430.1;WP_003513529.1;WP_003514246.1;WP_003514904.1;WP_003515675.1;WP_003516360.1;WP_003516624.1;WP_003517715.1;WP_003517996.1;WP_003518528.1;WP_003521255.1;WP_023062381.1
GO:0009056	catabolic process	143	10	7.82	43	0.0534	0.2463	NA	NA
GO:0044270	cellular nitrogen compound catabolic pro...	76	3	4.15	229	0.0566	0.8013	NA	NA
GO:0046700	heterocycle catabolic process	76	3	4.15	230	0.0566	0.8013	NA	NA
GO:0019637	organophosphate metabolic process	179	6	9.78	291	0.0594	0.9448	NA	NA
GO:0006790	sulfur compound metabolic process	50	8	2.73	1	0.0595	0.0044	NA	NA
GO:0006807	nitrogen compound metabolic process	758	39	41.43	257	0.0684	0.8680	NA	NA
GO:0006355	regulation of transcription, DNA-templat...	94	9	5.14	8	0.0700	0.0635	NA	NA
GO:0009058	biosynthetic process	568	31	31.04	131	0.0718	0.5551	NA	NA
GO:0009225	nucleotide-sugar metabolic process	10	2	0.55	16	0.0997	0.0997	NA	NA
GO:1901575	organic substance catabolic process	138	9	7.54	61	0.1053	0.3372	NA	NA
GO:0006555	methionine metabolic process	15	2	0.82	39	0.1059	0.1958	NA	NA
GO:0098660	inorganic ion transmembrane transport	24	2	1.31	70	0.1067	0.3813	NA	NA
GO:0019439	aromatic compound catabolic process	77	3	4.21	237	0.1100	0.8086	NA	NA
GO:1901361	organic cyclic compound catabolic proces...	77	3	4.21	238	0.1100	0.8086	NA	NA
GO:0071840	cellular component organization or bioge...	176	8	9.62	221	0.1111	0.7722	NA	NA
GO:0009067	aspartate family amino acid biosynthetic...	24	3	1.31	31	0.1168	0.1392	NA	NA
GO:0006725	cellular aromatic compound metabolic pro...	497	24	27.16	245	0.1177	0.8295	NA	NA
GO:0006526	arginine biosynthetic process	12	2	0.66	30	0.1364	0.1364	NA	NA
GO:0044036	cell wall macromolecule metabolic proces...	34	4	1.86	23	0.1523	0.1099	NA	NA
GO:0005996	monosaccharide metabolic process	14	2	0.77	37	0.1756	0.1756	NA	NA
GO:0009082	branched-chain amino acid biosynthetic p...	14	2	0.77	38	0.1756	0.1756	NA	NA
GO:0000272	polysaccharide catabolic process	40	4	2.19	35	0.1778	0.1703	NA	NA
GO:0008152	metabolic process	1006	58	54.98	45	0.1794	0.2522	NA	NA
GO:0034654	nucleobase-containing compound biosynthe...	266	15	14.54	100	0.2205	0.4946	NA	NA
GO:0044248	cellular catabolic process	109	6	5.96	132	0.2223	0.5592	NA	NA
GO:0044087	regulation of cellular component biogene...	17	2	0.93	41	0.2442	0.2370	NA	NA
GO:0055114	oxidation-reduction process	177	12	9.67	44	0.2493	0.2493	NA	NA
GO:0009252	peptidoglycan biosynthetic process	18	2	0.98	46	0.2578	0.2578	NA	NA
GO:0006793	phosphorus metabolic process	253	9	13.83	296	0.2692	0.9577	NA	NA
