GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0043650	dicarboxylic acid biosynthetic process	21	5	1.02	3	0.0026	0.0026	WP_003511564.1;WP_003515476.1;WP_003517144.1;WP_003517667.1;WP_003518656.1	WP_003512036.1;WP_003513564.1;WP_003513587.1;WP_003516075.1;WP_003516438.1;WP_003517534.1;WP_003519322.1
GO:0019359	nicotinamide nucleotide biosynthetic pro...	21	4	1.02	12	0.0033	0.0162	WP_003517442.1;WP_003517880.1;WP_003518725.1;WP_003519168.1	WP_003512036.1;WP_003513564.1;WP_003513587.1;WP_003516075.1;WP_003516438.1;WP_003517534.1;WP_003519322.1
GO:0040007	growth	138	14	6.72	4	0.0044	0.0044	WP_003512661.1;WP_003513691.1;WP_003514630.1;WP_003514643.1;WP_003514653.1;WP_003514694.1;WP_003515019.1;WP_003515476.1;WP_003516312.1;WP_003517040.1;WP_003517401.1;WP_003517442.1;WP_003517880.1;WP_003518725.1	WP_003512036.1;WP_003513564.1;WP_003513587.1;WP_003516075.1;WP_003516438.1;WP_003517534.1;WP_003519322.1
GO:0009117	nucleotide metabolic process	155	12	7.54	35	0.0061	0.0625	WP_003512661.1;WP_003513691.1;WP_003514180.1;WP_003515443.1;WP_003516913.1;WP_003517212.1;WP_003517442.1;WP_003517880.1;WP_003518633.1;WP_003518725.1;WP_003519168.1;WP_003521254.1	WP_003512036.1;WP_003513564.1;WP_003513587.1;WP_003516075.1;WP_003516438.1;WP_003517534.1;WP_003519322.1
GO:0015980	energy derivation by oxidation of organi...	17	4	0.83	6	0.0075	0.0075	WP_003512448.1;WP_003513674.1;WP_003516134.1;WP_003517189.1	WP_003512036.1;WP_003513564.1;WP_003513587.1;WP_003516075.1;WP_003516438.1;WP_003517534.1;WP_003519322.1
GO:0051701	interaction with host	10	3	0.49	7	0.0103	0.0103	WP_003517950.1;WP_003518743.1;WP_003519168.1	WP_003512036.1;WP_003513564.1;WP_003513587.1;WP_003516075.1;WP_003516438.1;WP_003517534.1;WP_003519322.1
GO:0009067	aspartate family amino acid biosynthetic...	24	4	1.17	22	0.0134	0.0259	WP_003511604.1;WP_003512661.1;WP_003517667.1;WP_003518656.1	WP_003512036.1;WP_003513564.1;WP_003513587.1;WP_003516075.1;WP_003516438.1;WP_003517534.1;WP_003519322.1
GO:0006081	cellular aldehyde metabolic process	11	3	0.54	10	0.0137	0.0137	WP_003512448.1;WP_003514694.1;WP_003515554.1	WP_003512036.1;WP_003513564.1;WP_003513587.1;WP_003516075.1;WP_003516438.1;WP_003517534.1;WP_003519322.1
GO:0043094	cellular metabolic compound salvage	11	3	0.54	11	0.0137	0.0137	WP_003514180.1;WP_003517442.1;WP_003519168.1	WP_003512036.1;WP_003513564.1;WP_003513587.1;WP_003516075.1;WP_003516438.1;WP_003517534.1;WP_003519322.1
GO:0009073	aromatic amino acid family biosynthetic ...	34	5	1.65	15	0.0217	0.0215	WP_003511564.1;WP_003514581.1;WP_003515476.1;WP_003517144.1;WP_003517208.1	WP_003512036.1;WP_003513564.1;WP_003513587.1;WP_003516075.1;WP_003516438.1;WP_003517534.1;WP_003519322.1
