GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0006935	chemotaxis	38	12	2.3	1	7.5e-07	7.5e-07	WP_003514503.1;WP_003516841.1;WP_003516942.1;WP_003517791.1;WP_003517974.1;WP_003517987.1;WP_003518455.1;WP_003518457.1;WP_003518716.1;WP_003518813.1;WP_003518814.1;WP_014522631.1;WP_080552882.1	WP_003511963.1;WP_003512055.1;WP_003514194.1;WP_003515665.1;WP_003515754.1;WP_003516186.1;WP_003516905.1;WP_003517280.1;WP_003517497.1;WP_003518388.1;WP_003518671.1;WP_003518927.1;WP_003519155.1;WP_003519398.1;WP_003520705.1
GO:0007165	signal transduction	90	13	5.46	2	0.0018	0.0019	ADU75615.1;WP_003515509.1;WP_003518303.1	WP_003511963.1;WP_003512055.1;WP_003514194.1;WP_003515665.1;WP_003515754.1;WP_003516186.1;WP_003516905.1;WP_003517280.1;WP_003517497.1;WP_003518388.1;WP_003518671.1;WP_003518927.1;WP_003519155.1;WP_003519398.1;WP_003520705.1
GO:0042558	pteridine-containing compound metabolic ...	18	3	1.09	13	0.0200	0.0905	WP_003511544.1;WP_003516527.1;WP_003516984.1;WP_003517153.1	WP_003511963.1;WP_003512055.1;WP_003514194.1;WP_003515665.1;WP_003515754.1;WP_003516186.1;WP_003516905.1;WP_003517280.1;WP_003517497.1;WP_003518388.1;WP_003518671.1;WP_003518927.1;WP_003519155.1;WP_003519398.1;WP_003520705.1
GO:0032787	monocarboxylic acid metabolic process	58	4	3.52	147	0.0478	0.4730	WP_003516223.1;WP_003517069.1;WP_003517504.1	WP_003511963.1;WP_003512055.1;WP_003514194.1;WP_003515665.1;WP_003515754.1;WP_003516186.1;WP_003516905.1;WP_003517280.1;WP_003517497.1;WP_003518388.1;WP_003518671.1;WP_003518927.1;WP_003519155.1;WP_003519398.1;WP_003520705.1
GO:0046129	purine ribonucleoside biosynthetic proce...	14	3	0.85	5	0.0480	0.0480	NA	NA
GO:0023052	signaling	91	14	5.52	7	0.0537	0.0537	NA	NA
GO:0098754	detoxification	11	2	0.67	38	0.0603	0.1400	NA	NA
GO:0044042	glucan metabolic process	23	2	1.39	117	0.0609	0.4117	NA	NA
GO:0016053	organic acid biosynthetic process	133	7	8.06	253	0.0626	0.7171	NA	NA
GO:0010556	regulation of macromolecule biosynthetic...	106	5	6.43	297	0.0629	0.7898	NA	NA
