GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0051539	4 iron, 4 sulfur cluster binding	37	9	3.35	1	0.0042	0.0042	WP_003512576.1;WP_003512583.1;WP_003513203.1;WP_003518003.1;WP_003518029.1;WP_003518935.1;WP_003519966.1;WP_003520963.1;WP_014522658.1	WP_003512015.1;WP_003512291.1;WP_003512352.1;WP_003512370.1;WP_003513251.1;WP_003514556.1;WP_003514599.1;WP_003515733.1;WP_003516073.1;WP_003516691.1;WP_003517163.1;WP_003517464.1;WP_003517490.1;WP_003517637.1;WP_003517752.1
GO:0097159	organic cyclic compound binding	629	64	56.87	40	0.0065	0.0972	WP_003511531.1;WP_003511686.1;WP_003512015.1;WP_003512148.1;WP_003512157.1;WP_003512291.1;WP_003512380.1;WP_003512583.1;WP_003512678.1;WP_003512787.1;WP_003512852.1;WP_003512921.1;WP_003513007.1;WP_003513279.1;WP_003513339.1;WP_003513372.1;WP_003513399.1;WP_003513400.1;WP_003513418.1;WP_003513428.1;WP_003513513.1;WP_003513639.1;WP_003513950.1;WP_003514575.1;WP_003514582.1;WP_003514606.1;WP_003514612.1;WP_003514681.1;WP_003514696.1;WP_003514830.1;WP_003515378.1;WP_003515445.1;WP_003515545.1;WP_003515690.1;WP_003515733.1;WP_003515841.1;WP_003515928.1;WP_003516406.1;WP_003516468.1;WP_003516561.1;WP_003516665.1;WP_003516833.1;WP_003517257.1;WP_003517452.1;WP_003517637.1;WP_003517639.1;WP_003517935.1;WP_003517953.1;WP_003517984.1;WP_003517988.1;WP_003518165.1;WP_003518456.1;WP_003518707.1;WP_003518726.1;WP_003518875.1;WP_003518935.1;WP_003519255.1;WP_003519324.1;WP_003520327.1;WP_003520372.1;WP_003520409.1;WP_003520701.1;WP_003520963.1;WP_014522658.1	WP_003512015.1;WP_003512291.1;WP_003512352.1;WP_003512370.1;WP_003513251.1;WP_003514556.1;WP_003514599.1;WP_003515733.1;WP_003516073.1;WP_003516691.1;WP_003517163.1;WP_003517464.1;WP_003517490.1;WP_003517637.1;WP_003517752.1
GO:1901363	heterocyclic compound binding	629	64	56.87	41	0.0065	0.0972	WP_003511531.1;WP_003511686.1;WP_003512015.1;WP_003512148.1;WP_003512157.1;WP_003512291.1;WP_003512380.1;WP_003512583.1;WP_003512678.1;WP_003512787.1;WP_003512852.1;WP_003512921.1;WP_003513007.1;WP_003513279.1;WP_003513339.1;WP_003513372.1;WP_003513399.1;WP_003513400.1;WP_003513418.1;WP_003513428.1;WP_003513513.1;WP_003513639.1;WP_003513950.1;WP_003514575.1;WP_003514582.1;WP_003514606.1;WP_003514612.1;WP_003514681.1;WP_003514696.1;WP_003514830.1;WP_003515378.1;WP_003515445.1;WP_003515545.1;WP_003515690.1;WP_003515733.1;WP_003515841.1;WP_003515928.1;WP_003516406.1;WP_003516468.1;WP_003516561.1;WP_003516665.1;WP_003516833.1;WP_003517257.1;WP_003517452.1;WP_003517637.1;WP_003517639.1;WP_003517935.1;WP_003517953.1;WP_003517984.1;WP_003517988.1;WP_003518165.1;WP_003518456.1;WP_003518707.1;WP_003518726.1;WP_003518875.1;WP_003518935.1;WP_003519255.1;WP_003519324.1;WP_003520327.1;WP_003520372.1;WP_003520409.1;WP_003520701.1;WP_003520963.1;WP_014522658.1	WP_003512015.1;WP_003512291.1;WP_003512352.1;WP_003512370.1;WP_003513251.1;WP_003514556.1;WP_003514599.1;WP_003515733.1;WP_003516073.1;WP_003516691.1;WP_003517163.1;WP_003517464.1;WP_003517490.1;WP_003517637.1;WP_003517752.1
GO:0008144	drug binding	320	40	28.93	3	0.0072	0.0101	WP_003511686.1;WP_003512157.1;WP_003512291.1;WP_003512422.1;WP_003512678.1;WP_003512787.1;WP_003512852.1;WP_003512921.1;WP_003513372.1;WP_003513399.1;WP_003513513.1;WP_003513950.1;WP_003514582.1;WP_003514681.1;WP_003514696.1;WP_003514830.1;WP_003515378.1;WP_003515445.1;WP_003515690.1;WP_003515733.1;WP_003515841.1;WP_003515928.1;WP_003516406.1;WP_003516561.1;WP_003517257.1;WP_003517639.1;WP_003517953.1;WP_003517984.1;WP_003517988.1;WP_003518165.1;WP_003518456.1;WP_003518707.1;WP_003518726.1;WP_003518875.1;WP_003518935.1;WP_003519255.1;WP_003519324.1;WP_003520327.1;WP_003520409.1;WP_014522658.1	WP_003512015.1;WP_003512291.1;WP_003512352.1;WP_003512370.1;WP_003513251.1;WP_003514556.1;WP_003514599.1;WP_003515733.1;WP_003516073.1;WP_003516691.1;WP_003517163.1;WP_003517464.1;WP_003517490.1;WP_003517637.1;WP_003517752.1
GO:0000155	phosphorelay sensor kinase activity	17	5	1.54	5	0.0141	0.0141	WP_003511686.1;WP_003517988.1;WP_003518456.1;WP_003518707.1;WP_003519324.1	WP_003512015.1;WP_003512291.1;WP_003512352.1;WP_003512370.1;WP_003513251.1;WP_003514556.1;WP_003514599.1;WP_003515733.1;WP_003516073.1;WP_003516691.1;WP_003517163.1;WP_003517464.1;WP_003517490.1;WP_003517637.1;WP_003517752.1
GO:0046872	metal ion binding	279	33	25.22	15	0.0149	0.0456	WP_003511686.1;WP_003512015.1;WP_003512026.1;WP_003512157.1;WP_003512380.1;WP_003512576.1;WP_003512583.1;WP_003512787.1;WP_003512921.1;WP_003513007.1;WP_003513203.1;WP_003513639.1;WP_003514575.1;WP_003515445.1;WP_003515904.1;WP_003515979.1;WP_003516406.1;WP_003516667.1;WP_003517537.1;WP_003517639.1;WP_003518003.1;WP_003518160.1;WP_003518452.1;WP_003518935.1;WP_003519039.1;WP_003519061.1;WP_003519094.1;WP_003519966.1;WP_003520327.1;WP_003520372.1;WP_003520409.1;WP_003520963.1;WP_014522658.1	WP_003512015.1;WP_003512291.1;WP_003512352.1;WP_003512370.1;WP_003513251.1;WP_003514556.1;WP_003514599.1;WP_003515733.1;WP_003516073.1;WP_003516691.1;WP_003517163.1;WP_003517464.1;WP_003517490.1;WP_003517637.1;WP_003517752.1
GO:0036094	small molecule binding	422	50	38.15	4	0.0154	0.0101	WP_003511686.1;WP_003512015.1;WP_003512157.1;WP_003512291.1;WP_003512380.1;WP_003512583.1;WP_003512678.1;WP_003512787.1;WP_003512852.1;WP_003512921.1;WP_003513007.1;WP_003513279.1;WP_003513372.1;WP_003513399.1;WP_003513400.1;WP_003513428.1;WP_003513513.1;WP_003513639.1;WP_003513950.1;WP_003514575.1;WP_003514582.1;WP_003514681.1;WP_003514696.1;WP_003514830.1;WP_003515378.1;WP_003515445.1;WP_003515690.1;WP_003515733.1;WP_003515841.1;WP_003515928.1;WP_003516406.1;WP_003516561.1;WP_003517257.1;WP_003517639.1;WP_003517953.1;WP_003517984.1;WP_003517988.1;WP_003518165.1;WP_003518456.1;WP_003518707.1;WP_003518726.1;WP_003518875.1;WP_003518935.1;WP_003519255.1;WP_003519324.1;WP_003520327.1;WP_003520372.1;WP_003520409.1;WP_003520963.1;WP_014522658.1	WP_003512015.1;WP_003512291.1;WP_003512352.1;WP_003512370.1;WP_003513251.1;WP_003514556.1;WP_003514599.1;WP_003515733.1;WP_003516073.1;WP_003516691.1;WP_003517163.1;WP_003517464.1;WP_003517490.1;WP_003517637.1;WP_003517752.1
GO:0051536	iron-sulfur cluster binding	69	16	6.24	6	0.0156	0.0156	WP_003512015.1;WP_003512352.1;WP_003512576.1;WP_003512583.1;WP_003513203.1;WP_003515604.1;WP_003518003.1;WP_003518029.1;WP_003518935.1;WP_003519061.1;WP_003519094.1;WP_003519255.1;WP_003519966.1;WP_003520372.1;WP_003520963.1;WP_014522658.1	WP_003512015.1;WP_003512291.1;WP_003512352.1;WP_003512370.1;WP_003513251.1;WP_003514556.1;WP_003514599.1;WP_003515733.1;WP_003516073.1;WP_003516691.1;WP_003517163.1;WP_003517464.1;WP_003517490.1;WP_003517637.1;WP_003517752.1
GO:0016616	oxidoreductase activity, acting on the C...	31	7	2.8	9	0.0173	0.0173	WP_003513400.1;WP_003513639.1;WP_003514575.1;WP_003517391.1;WP_003519039.1;WP_003520980.1;WP_003521649.1	WP_003512015.1;WP_003512291.1;WP_003512352.1;WP_003512370.1;WP_003513251.1;WP_003514556.1;WP_003514599.1;WP_003515733.1;WP_003516073.1;WP_003516691.1;WP_003517163.1;WP_003517464.1;WP_003517490.1;WP_003517637.1;WP_003517752.1
GO:1901681	sulfur compound binding	16	4	1.45	20	0.0491	0.0491	WP_003513279.1;WP_003515928.1;WP_003520409.1;WP_003520963.1	WP_003512015.1;WP_003512291.1;WP_003512352.1;WP_003512370.1;WP_003513251.1;WP_003514556.1;WP_003514599.1;WP_003515733.1;WP_003516073.1;WP_003516691.1;WP_003517163.1;WP_003517464.1;WP_003517490.1;WP_003517637.1;WP_003517752.1
