GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0000154	rRNA modification	16	3	0.83	7	0.024	0.046	WP_003513362.1;WP_003516173.1;WP_003518542.1	WP_003511583.1;WP_003512194.1;WP_003512794.1;WP_003513304.1;WP_003513744.1;WP_003513989.1;WP_003514104.1;WP_003514187.1;WP_003515750.1;WP_003516564.1;WP_003517891.1;WP_003518876.1;WP_003518957.1;WP_003519008.1;WP_003519391.1;WP_003520766.1;WP_003523036.1;WP_014522588.1
GO:0043604	amide biosynthetic process	144	11	7.5	29	0.031	0.118	ADU74249.1;WP_003513680.1;WP_003514302.1;WP_003514309.1;WP_003514651.1;WP_003515507.1;WP_003515609.1;WP_003515879.1;WP_003516241.1;WP_003516545.1;WP_003517891.1	WP_003511583.1;WP_003512194.1;WP_003512794.1;WP_003513304.1;WP_003513744.1;WP_003513989.1;WP_003514104.1;WP_003514187.1;WP_003515750.1;WP_003516564.1;WP_003517891.1;WP_003518876.1;WP_003518957.1;WP_003519008.1;WP_003519391.1;WP_003520766.1;WP_003523036.1;WP_014522588.1
GO:0006281	DNA repair	47	6	2.45	2	0.031	0.031	WP_003512440.1;WP_003517381.1;WP_003517514.1;WP_003518077.1;WP_003518187.1;WP_003519292.1	WP_003511583.1;WP_003512194.1;WP_003512794.1;WP_003513304.1;WP_003513744.1;WP_003513989.1;WP_003514104.1;WP_003514187.1;WP_003515750.1;WP_003516564.1;WP_003517891.1;WP_003518876.1;WP_003518957.1;WP_003519008.1;WP_003519391.1;WP_003520766.1;WP_003523036.1;WP_014522588.1
GO:0006760	folic acid-containing compound metabolic...	14	3	0.73	3	0.032	0.032	WP_003512093.1;WP_003515507.1;WP_003517891.1	WP_003511583.1;WP_003512194.1;WP_003512794.1;WP_003513304.1;WP_003513744.1;WP_003513989.1;WP_003514104.1;WP_003514187.1;WP_003515750.1;WP_003516564.1;WP_003517891.1;WP_003518876.1;WP_003518957.1;WP_003519008.1;WP_003519391.1;WP_003520766.1;WP_003523036.1;WP_014522588.1
GO:0071702	organic substance transport	42	5	2.19	9	0.045	0.062	WP_003513490.1;WP_003515355.1;WP_003517377.1;WP_003518239.1;WP_003518584.1	WP_003511583.1;WP_003512194.1;WP_003512794.1;WP_003513304.1;WP_003513744.1;WP_003513989.1;WP_003514104.1;WP_003514187.1;WP_003515750.1;WP_003516564.1;WP_003517891.1;WP_003518876.1;WP_003518957.1;WP_003519008.1;WP_003519391.1;WP_003520766.1;WP_003523036.1;WP_014522588.1
GO:0034220	ion transmembrane transport	36	5	1.88	5	0.045	0.035	WP_003512963.1;WP_003513490.1;WP_003516641.1;WP_003517377.1;WP_003518481.1	WP_003511583.1;WP_003512194.1;WP_003512794.1;WP_003513304.1;WP_003513744.1;WP_003513989.1;WP_003514104.1;WP_003514187.1;WP_003515750.1;WP_003516564.1;WP_003517891.1;WP_003518876.1;WP_003518957.1;WP_003519008.1;WP_003519391.1;WP_003520766.1;WP_003523036.1;WP_014522588.1
GO:0006732	coenzyme metabolic process	70	7	3.65	12	0.050	0.066	NA	NA
GO:0006812	cation transport	38	5	1.98	6	0.050	0.043	NA	NA
GO:0043412	macromolecule modification	115	7	5.99	97	0.052	0.391	NA	NA
GO:0006082	organic acid metabolic process	206	8	10.73	318	0.056	0.870	NA	NA
GO:0006605	protein targeting	10	2	0.52	17	0.092	0.092	NA	NA
GO:0006820	anion transport	10	2	0.52	18	0.092	0.092	NA	NA
GO:0044272	sulfur compound biosynthetic process	40	5	2.08	8	0.098	0.052	NA	NA
GO:0051276	chromosome organization	26	3	1.35	36	0.100	0.149	NA	NA
GO:0046903	secretion	14	2	0.73	40	0.101	0.163	NA	NA
GO:0071705	nitrogen compound transport	37	4	1.93	30	0.106	0.122	NA	NA
GO:0006730	one-carbon metabolic process	11	2	0.57	24	0.108	0.108	NA	NA
GO:0032259	methylation	62	6	3.23	23	0.109	0.098	NA	NA
GO:0071704	organic substance metabolic process	871	47	45.37	94	0.142	0.375	NA	NA
GO:0009086	methionine biosynthetic process	13	2	0.68	31	0.144	0.144	NA	NA
GO:0033692	cellular polysaccharide biosynthetic pro...	13	2	0.68	32	0.144	0.144	NA	NA
GO:1902600	proton transmembrane transport	14	2	0.73	41	0.147	0.163	NA	NA
GO:0009653	anatomical structure morphogenesis	25	2	1.3	96	0.149	0.378	NA	NA
GO:0042221	response to chemical	78	4	4.06	183	0.150	0.591	NA	NA
GO:0009082	branched-chain amino acid biosynthetic p...	14	2	0.73	42	0.163	0.163	NA	NA
GO:0042398	cellular modified amino acid biosyntheti...	14	2	0.73	43	0.163	0.163	NA	NA
GO:0034030	ribonucleoside bisphosphate biosynthetic...	14	2	0.73	44	0.163	0.163	NA	NA
GO:0034033	purine nucleoside bisphosphate biosynthe...	14	2	0.73	45	0.163	0.163	NA	NA
GO:0032508	DNA duplex unwinding	15	2	0.78	49	0.182	0.182	NA	NA
GO:0009108	coenzyme biosynthetic process	62	5	3.23	60	0.217	0.217	NA	NA
GO:0015980	energy derivation by oxidation of organi...	17	2	0.89	61	0.221	0.221	NA	NA
GO:0035556	intracellular signal transduction	58	4	3.02	88	0.234	0.357	NA	NA
GO:0018130	heterocycle biosynthetic process	319	14	16.62	297	0.237	0.821	NA	NA
GO:0000910	cytokinesis	18	2	0.94	64	0.240	0.240	NA	NA
GO:0009152	purine ribonucleotide biosynthetic proce...	61	4	3.18	98	0.248	0.394	NA	NA
GO:0006508	proteolysis	83	6	4.32	66	0.259	0.259	NA	NA
GO:0098655	cation transmembrane transport	28	3	1.46	48	0.272	0.175	NA	NA
GO:1901576	organic substance biosynthetic process	558	28	29.07	224	0.288	0.659	NA	NA
GO:0043414	macromolecule methylation	26	2	1.35	99	0.313	0.397	NA	NA
GO:0044237	cellular metabolic process	813	40	42.35	291	0.314	0.794	NA	NA
GO:0044281	small molecule metabolic process	365	19	19.01	166	0.317	0.552	NA	NA
GO:0009605	response to external stimulus	64	3	3.33	228	0.317	0.662	NA	NA
GO:0006073	cellular glucan metabolic process	22	2	1.15	75	0.319	0.319	NA	NA
GO:0051301	cell division	41	4	2.14	38	0.331	0.160	NA	NA
GO:0044260	cellular macromolecule metabolic process	458	24	23.86	161	0.347	0.535	NA	NA
GO:0009116	nucleoside metabolic process	86	4	4.48	233	0.354	0.671	NA	NA
GO:0044271	cellular nitrogen compound biosynthetic ...	416	21	21.67	200	0.356	0.622	NA	NA
GO:0006575	cellular modified amino acid metabolic p...	23	4	1.2	1	0.372	0.028	NA	NA
GO:0019438	aromatic compound biosynthetic process	320	13	16.67	329	0.377	0.893	NA	NA
GO:0051128	regulation of cellular component organiz...	37	3	1.93	71	0.380	0.303	NA	NA
GO:1901362	organic cyclic compound biosynthetic pro...	330	14	17.19	317	0.383	0.861	NA	NA
GO:0050794	regulation of cellular process	213	11	11.1	174	0.387	0.568	NA	NA
GO:0044283	small molecule biosynthetic process	227	11	11.82	227	0.392	0.661	NA	NA
GO:0042364	water-soluble vitamin biosynthetic proce...	26	2	1.35	100	0.397	0.397	NA	NA
GO:1990748	cellular detoxification	10	1	0.52	108	0.416	0.416	NA	NA
GO:0006413	translational initiation	10	1	0.52	109	0.416	0.416	NA	NA
GO:0008299	isoprenoid biosynthetic process	10	1	0.52	110	0.416	0.416	NA	NA
GO:0022414	reproductive process	10	1	0.52	111	0.416	0.416	NA	NA
GO:0009432	SOS response	10	1	0.52	112	0.416	0.416	NA	NA
GO:0015986	ATP synthesis coupled proton transport	10	1	0.52	113	0.416	0.416	NA	NA
GO:0051701	interaction with host	10	1	0.52	114	0.416	0.416	NA	NA
GO:0046128	purine ribonucleoside metabolic process	59	3	3.07	190	0.419	0.605	NA	NA
GO:0006810	transport	121	10	6.3	15	0.426	0.089	NA	NA
GO:0043094	cellular metabolic compound salvage	11	1	0.57	121	0.446	0.446	NA	NA
GO:0031328	positive regulation of cellular biosynth...	11	1	0.57	122	0.446	0.446	NA	NA
