Protein	logFC	AveExpr	t	P.Value	adj.P.Val	B	PUF
WP_003512676.1	7.18556017857142	27.3557891071429	28.4611424224263	2.67646358950448e-19	5.24586863542878e-16	31.6578743189565	No
WP_003520976.1	-5.94887767857143	22.3608362117347	-19.5987507277935	9.44105936401426e-16	9.25223817673397e-13	25.2238936416329	No
WP_003521161.1	9.08263116071429	26.3897292219388	18.0771368224054	5.34361853595266e-15	3.49116411015574e-12	23.72877404	No
WP_003517362.1	6.275745	26.3978528188776	16.9970036682046	1.98023246014514e-14	9.70313905471121e-12	22.5746348381017	No
WP_003515609.1	-9.91336616071428	24.2003389158163	-16.0030623923807	7.05300691084278e-14	2.76477870905037e-11	21.4372189621216	No
WP_003512674.1	4.70627598214285	30.3108709183673	15.3960339568368	1.5838393511851e-13	5.17387521387134e-11	20.7041723925903	No
WP_003515661.1	-7.83090401785714	23.2203665688776	-13.967410185522	1.18600615102785e-12	3.10342556674086e-10	18.8533120725228	No
WP_003518003.1	-6.19732428571429	22.4056988137755	-13.9225844497296	1.26670431295545e-12	3.10342556674086e-10	18.7922029134969	No
WP_003514917.1	8.80983946428571	24.9247962882653	13.2507133169908	3.46878579350854e-12	7.55424461697416e-10	17.8526893078096	Yes
WP_003517377.1	3.57718035714286	29.4088674617347	13.1536063127738	4.02572897016089e-12	7.89042878151534e-10	17.7131533755869	No
WP_003516547.1	-7.97601375	23.5116335714286	-13.0520392449461	4.7084741913906e-12	8.25669790714085e-10	17.5661700190991	No
WP_003517375.1	7.49519776785714	26.2133765816327	13.0061836317815	5.05512116763725e-12	8.25669790714085e-10	17.4994593321494	No
WP_003513956.1	-2.48678392857143	25.500223494898	-12.7838447446129	7.15353972567876e-12	1.06360591369425e-09	17.1728755945159	No
WP_003519374.1	3.628736875	28.3041000637755	12.745612389447	7.59718509781604e-12	1.06360591369425e-09	17.1161908998507	No
WP_003515607.1	-6.54103482142857	22.9693898341837	-12.0485921347411	2.33247373423092e-11	3.04776567939507e-09	16.0548874685962	Yes
WP_003518813.1	-2.58246285714286	28.2149470535714	-11.0194222900944	1.33831261981592e-10	1.6394329592745e-08	14.3861810785478	No
WP_003517364.1	6.43394160714286	25.3562332653061	10.9552424560816	1.49802477807668e-10	1.72713445001782e-08	14.2779001195078	No
WP_003514245.1	2.93652580357143	28.8745611096939	10.6648795137689	2.50926579034134e-10	2.73231163837169e-08	13.7815947321369	Yes
WP_003518002.1	-8.27245991071428	23.805335	-10.5569698857457	3.04696985405823e-10	3.11168131460915e-08	13.5944376247235	No
WP_003515619.1	6.70704928571429	23.7104843112245	10.5341570735277	3.1751850149073e-10	3.11168131460915e-08	13.5546812389135	Yes
WP_003514187.1	3.31022267857143	30.0514908928571	10.326855027178	4.63066185390294e-10	4.32195106364275e-08	13.1903451289796	Yes
WP_003514863.1	2.30963589285714	26.6259923086735	10.182909770004	6.03567282242164e-10	5.37723578724837e-08	12.934080665318	No
WP_003519383.1	2.69134830357143	27.4792283163265	10.1065924239095	6.95304920607849e-10	5.92520714952776e-08	12.7971127213614	No
WP_003520602.1	-2.61662767857143	25.9067272831633	-9.98279471641269	8.75995645143439e-10	7.15396443533809e-08	12.573296175502	No
WP_003517381.1	2.96616535714286	29.3778845153061	9.91790161591774	9.89494938843918e-10	7.75764032053632e-08	12.4551618538757	No
WP_003517353.1	2.906228125	27.437510255102	9.85303280152591	1.11822193942873e-09	8.42967308184736e-08	12.3365100770579	No
WP_003517942.1	-5.62641508928571	22.3844935204082	-9.72107366760226	1.43637278784122e-09	1.04270024598844e-07	12.0934007659877	No
WP_003517355.1	3.54173133928571	28.1126569132653	9.67115884896913	1.5799447260437e-09	1.10596130823059e-07	12.000830317489	No
WP_003513585.1	-5.43307348214285	21.8625662244898	-9.6281787854082	1.7154412009786e-09	1.15940163928209e-07	11.9208505137747	Yes
WP_003517181.1	2.40584830357143	27.0536728061224	9.60945827149221	1.77816225187993e-09	1.16173267122822e-07	11.8859359196211	No
WP_003518601.1	1.97474544642858	30.0412676403061	9.51782357578177	2.12120996092211e-09	1.34115210432495e-07	11.7143450418535	No
WP_003516997.1	2.29897580357143	25.9186279591837	9.40652281770586	2.6317996582199e-09	1.61197729065969e-07	11.5043854052448	No
ADU74011.1	2.31640517857144	25.7953072576531	9.36156696878046	2.87262748660382e-09	1.70616662840712e-07	11.4190979816949	No
WP_003517348.1	3.55958151785714	28.4015548341837	9.09836301010887	4.82118066185488e-09	2.77926885212811e-07	10.9141613854427	No
WP_003517583.1	4.84878803571429	22.8934136734694	9.00559025496485	5.79875868435892e-09	3.24730486324099e-07	10.7338892129117	No
WP_003516239.1	2.86539883928572	25.4212155548469	8.84189477956294	8.05366418445504e-09	4.28473203875713e-07	10.4128656068064	No
WP_003518457.1	-2.08854339285714	28.5694330739796	-8.83975386237943	8.08852476704153e-09	4.28473203875713e-07	10.4086421328852	No
WP_003517379.1	4.63688383928571	26.036464005102	8.66650088260854	1.14955659519844e-08	5.92929191207616e-07	10.0647190224818	No
WP_003514910.1	2.20426607142857	26.2218754209184	8.52944201353709	1.5223395360176e-08	7.65073202716539e-07	9.78964139664104	No
WP_003516190.1	1.62056080357143	30.6964650892857	8.48031966214085	1.68458112210319e-08	8.25444749830561e-07	9.69040521014471	No
WP_003513509.1	4.18200633928571	21.7950238392857	7.87881715349627	5.97482933451917e-08	2.85625987698965e-06	8.44748863482869	No
WP_003516870.1	2.95230982142857	22.6434774362245	7.73191946810014	8.19957492806758e-08	3.82646829976487e-06	8.1361559268066	No
WP_003513583.1	-2.34435071428572	30.5847455102041	-7.57223864430387	1.16048426000746e-07	5.2896491851503e-06	7.79428562015567	No
WP_003515517.1	7.001355	24.7481234566327	7.51086224883845	1.32743501715774e-07	5.91311962188448e-06	7.6619313901488	No
WP_003517965.1	-3.08013741071428	23.6974516454082	-7.48374338378119	1.40888283139542e-07	6.13646744341114e-06	7.6032840380759	No
WP_003519285.1	-2.55410705357143	26.4670418877551	-7.38802287546692	1.73978951407879e-07	7.41301619042266e-06	7.39546208842669	No
WP_003517722.1	-1.51065642857143	26.467336747449	-7.32437672431258	2.00313104224457e-07	8.35348264425393e-06	7.25657654491863	No
WP_003519574.1	-1.42501910714287	26.7466954591837	-7.31457923969873	2.04716520308109e-07	8.35925791258111e-06	7.23514740805314	No
WP_003518607.1	1.75014741071428	26.7622375510204	7.30255741845219	2.10255766809439e-07	8.41023067237755e-06	7.20883516585036	No
WP_003517617.1	-1.56936955357143	27.1258405739796	-7.26601708501443	2.28056161729214e-07	8.93980153978521e-06	7.12873739552339	No
WP_003518492.1	-4.64363008928572	22.1383975637755	-7.2240244300553	2.50435744387606e-07	9.62458939215112e-06	7.03646236600225	No
WP_003516143.1	1.34917383928571	28.3269775	7.21327354991212	2.56519738187992e-07	9.66882090093202e-06	7.01279960688952	No
WP_003519558.1	-1.47727901785713	27.0017691326531	-7.20469023210486	2.61485877605631e-07	9.67004377560446e-06	6.99389636836817	No
WP_003517282.1	2.64247633928571	24.6234848341837	7.18541120631165	2.73003276688168e-07	9.90900782053352e-06	6.95140119951675	Yes
WP_003518339.1	-5.45441625	21.8690249553571	-7.15728695813947	2.90746153990828e-07	1.03611356694913e-05	6.88931874803328	No
WP_003512684.1	-4.52506830357143	22.9260924234694	-7.13641287645229	3.04676937870113e-07	1.0663692825454e-05	6.84317130866946	No
WP_003519012.1	5.91112714285714	24.1661459693878	7.11237084728	3.21573699211248e-07	1.10576219377903e-05	6.78994738230445	No
WP_003519039.1	1.42912151785713	31.5322316454082	7.03370898693378	3.83887673335779e-07	1.27630059735619e-05	6.61526361619786	No
WP_003515515.1	4.21514258928571	24.7464454336735	7.03335725274348	3.84192526755179e-07	1.27630059735619e-05	6.6144806617413	No
WP_003515075.1	-3.776790625	22.0013732270408	-7.00081242893225	4.13501623126389e-07	1.33579203877001e-05	6.54196505182669	No
WP_003518876.1	1.88323669642857	26.4874313903061	6.99843431612603	4.15731195739647e-07	1.33579203877001e-05	6.53666066841452	Yes
WP_003516360.1	2.13775526785714	27.9541455612245	6.93314662806144	4.82004743700818e-07	1.51845315156985e-05	6.39074360129711	Yes
WP_003520766.1	2.32276107142857	26.3580278188776	6.92763440645849	4.88074227290309e-07	1.51845315156985e-05	6.37839808198416	Yes
