GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0140097	catalytic activity, acting on DNA	56	6	2.04	1	0.014	0.014	ADU74168.1;WP_003512291.1;WP_003514293.1;WP_003517512.1;WP_011838186.1;WP_095522195.1	WP_003512291.1;WP_003514904.1;WP_003515750.1;WP_003515754.1;WP_003517497.1;WP_003517679.1;WP_003519194.1
GO:0016835	carbon-oxygen lyase activity	28	3	1.02	6	0.024	0.078	WP_003513527.1;WP_003516259.1;WP_003517512.1	WP_003512291.1;WP_003514904.1;WP_003515750.1;WP_003515754.1;WP_003517497.1;WP_003517679.1;WP_003519194.1
GO:0046872	metal ion binding	269	14	9.79	8	0.024	0.089	WP_003512350.1;WP_003512380.1;WP_003513166.1;WP_003513308.1;WP_003513786.1;WP_003514587.1;WP_003516096.1;WP_003516517.1;WP_003516913.1;WP_003517512.1;WP_003518160.1;WP_003519056.1;WP_003520986.1;WP_095522195.1	WP_003512291.1;WP_003514904.1;WP_003515750.1;WP_003515754.1;WP_003517497.1;WP_003517679.1;WP_003519194.1
GO:0004673	protein histidine kinase activity	18	2	0.66	21	0.036	0.137	WP_003512581.1;WP_003517215.1	WP_003512291.1;WP_003514904.1;WP_003515750.1;WP_003515754.1;WP_003517497.1;WP_003517679.1;WP_003519194.1
GO:0004222	metalloendopeptidase activity	12	2	0.44	5	0.068	0.068	NA	NA
GO:0008233	peptidase activity	60	5	2.18	3	0.084	0.062	NA	NA
GO:0051539	4 iron, 4 sulfur cluster binding	31	3	1.13	10	0.100	0.100	NA	NA
GO:0016763	transferase activity, transferring pento...	16	2	0.58	12	0.113	0.113	NA	NA
GO:0003735	structural constituent of ribosome	52	4	1.89	13	0.116	0.116	NA	NA
GO:0005525	GTP binding	35	3	1.27	18	0.131	0.131	NA	NA
GO:0019829	cation-transporting ATPase activity	18	2	0.66	22	0.137	0.137	NA	NA
GO:0016866	intramolecular transferase activity	18	2	0.66	23	0.137	0.137	NA	NA
GO:0003676	nucleic acid binding	306	16	11.14	4	0.146	0.065	NA	NA
GO:0043565	sequence-specific DNA binding	20	2	0.73	31	0.163	0.163	NA	NA
GO:0019843	rRNA binding	40	3	1.46	33	0.175	0.175	NA	NA
GO:0000049	tRNA binding	21	2	0.76	34	0.176	0.176	NA	NA
GO:0030248	cellulose binding	23	2	0.84	41	0.203	0.203	NA	NA
GO:0003924	GTPase activity	23	2	0.84	42	0.203	0.203	NA	NA
GO:0003700	DNA-binding transcription factor activit...	44	3	1.6	45	0.213	0.213	NA	NA
GO:0004553	hydrolase activity, hydrolyzing O-glycos...	45	3	1.64	46	0.223	0.223	NA	NA
GO:0097367	carbohydrate derivative binding	318	16	11.57	7	0.232	0.088	NA	NA
GO:0016798	hydrolase activity, acting on glycosyl b...	53	4	1.93	15	0.250	0.122	NA	NA
GO:0016779	nucleotidyltransferase activity	49	3	1.78	55	0.262	0.262	NA	NA
GO:0003677	DNA binding	177	9	6.44	38	0.272	0.183	NA	NA
GO:0005515	protein binding	92	5	3.35	50	0.291	0.239	NA	NA
GO:0016301	kinase activity	83	5	3.02	37	0.291	0.179	NA	NA
GO:0005524	ATP binding	254	11	9.24	64	0.309	0.309	NA	NA
GO:0016887	ATPase activity	98	5	3.57	60	0.333	0.282	NA	NA
GO:0008238	exopeptidase activity	11	1	0.4	71	0.336	0.336	NA	NA
GO:0008408	3'-5' exonuclease activity	11	1	0.4	72	0.336	0.336	NA	NA
GO:0046873	metal ion transmembrane transporter acti...	12	1	0.44	73	0.360	0.360	NA	NA
GO:0003690	double-stranded DNA binding	14	1	0.51	75	0.407	0.407	NA	NA
GO:0016758	transferase activity, transferring hexos...	15	1	0.55	84	0.428	0.428	NA	NA
GO:0042802	identical protein binding	16	1	0.58	86	0.450	0.450	NA	NA
GO:0010181	FMN binding	17	1	0.62	87	0.470	0.470	NA	NA
GO:0000155	phosphorelay sensor kinase activity	17	1	0.62	88	0.470	0.470	NA	NA
GO:0016773	phosphotransferase activity, alcohol gro...	49	3	1.78	56	0.501	0.262	NA	NA
GO:0008270	zinc ion binding	46	2	1.67	95	0.507	0.507	NA	NA
GO:0032550	purine ribonucleoside binding	55	4	2	19	0.512	0.135	NA	NA
GO:0008094	DNA-dependent ATPase activity	20	1	0.73	96	0.526	0.526	NA	NA
GO:0048037	cofactor binding	165	6	6	103	0.529	0.570	NA	NA
