GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0000105	histidine biosynthetic process	12	2	0.14	1	0.0079	0.0079	WP_003514572.1;WP_003514573.1	WP_003513368.1;WP_003515648.1;WP_003516876.1
GO:0072521	purine-containing compound metabolic pro...	114	4	1.34	85	0.0101	0.2737	WP_003511587.1;WP_003512174.1;WP_003512648.1;WP_003512919.1	WP_003513368.1;WP_003515648.1;WP_003516876.1
GO:0046040	IMP metabolic process	12	2	0.14	2	0.0110	0.0079	WP_003511587.1;WP_003512648.1	WP_003513368.1;WP_003515648.1;WP_003516876.1
GO:0009168	purine ribonucleoside monophosphate bios...	44	3	0.52	3	0.0700	0.0127	NA	NA
GO:0009116	nucleoside metabolic process	85	2	1	80	0.0791	0.2635	NA	NA
GO:0019318	hexose metabolic process	10	1	0.12	14	0.1119	0.1119	NA	NA
GO:0006189	'de novo' IMP biosynthetic process	10	1	0.12	15	0.1119	0.1119	NA	NA
GO:0010557	positive regulation of macromolecule bio...	11	1	0.13	17	0.1225	0.1225	NA	NA
GO:0031328	positive regulation of cellular biosynth...	11	1	0.13	18	0.1225	0.1225	NA	NA
GO:0046129	purine ribonucleoside biosynthetic proce...	11	1	0.13	19	0.1225	0.1225	NA	NA
GO:0006096	glycolytic process	12	1	0.14	23	0.1329	0.1329	NA	NA
GO:0051173	positive regulation of nitrogen compound...	13	1	0.15	28	0.1432	0.1432	NA	NA
GO:0010628	positive regulation of gene expression	14	1	0.16	34	0.1534	0.1534	NA	NA
GO:0009112	nucleobase metabolic process	14	1	0.16	35	0.1534	0.1534	NA	NA
GO:0045892	negative regulation of transcription, DN...	15	1	0.18	39	0.1635	0.1635	NA	NA
GO:0009152	purine ribonucleotide biosynthetic proce...	56	3	0.66	5	0.1798	0.0245	NA	NA
GO:0016051	carbohydrate biosynthetic process	21	1	0.25	61	0.2217	0.2217	NA	NA
GO:0070887	cellular response to chemical stimulus	21	1	0.25	62	0.2217	0.2217	NA	NA
GO:0006928	movement of cell or subcellular componen...	22	1	0.26	65	0.2310	0.2310	NA	NA
