GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0009069	serine family amino acid metabolic proce...	15	6	1.56	1	0.0025	0.0025	WP_003513773.1;WP_003514458.1;WP_003517355.1;WP_003517374.1;WP_003517375.1;WP_003521330.1	WP_003511674.1;WP_003511984.1;WP_003512035.1;WP_003512101.1;WP_003512194.1;WP_003512197.1;WP_003512828.1;WP_003513303.1;WP_003513758.1;WP_003513763.1;WP_003513989.1;WP_003514026.1;WP_003514075.1;WP_003515048.1;WP_003515675.1;WP_003515926.1;WP_003516080.1;WP_003516103.1;WP_003516155.1;WP_003516246.1;WP_003516564.1;WP_003516624.1;WP_003516875.1;WP_003517194.1;WP_003517282.1;WP_003517534.1;WP_003517548.1;WP_003517768.1;WP_003518117.1;WP_003518225.1;WP_003518483.1;WP_003518927.1;WP_003518953.1;WP_003518957.1;WP_003519398.1;WP_003520472.1;WP_003520705.1;WP_003520766.1;WP_014522588.1;ADU75701.1
GO:0000097	sulfur amino acid biosynthetic process	16	6	1.66	2	0.0039	0.0037	WP_003513773.1;WP_003517355.1;WP_003517374.1;WP_003517375.1;WP_003518662.1;WP_003521330.1	WP_003511674.1;WP_003511984.1;WP_003512035.1;WP_003512101.1;WP_003512194.1;WP_003512197.1;WP_003512828.1;WP_003513303.1;WP_003513758.1;WP_003513763.1;WP_003513989.1;WP_003514026.1;WP_003514075.1;WP_003515048.1;WP_003515675.1;WP_003515926.1;WP_003516080.1;WP_003516103.1;WP_003516155.1;WP_003516246.1;WP_003516564.1;WP_003516624.1;WP_003516875.1;WP_003517194.1;WP_003517282.1;WP_003517534.1;WP_003517548.1;WP_003517768.1;WP_003518117.1;WP_003518225.1;WP_003518483.1;WP_003518927.1;WP_003518953.1;WP_003518957.1;WP_003519398.1;WP_003520472.1;WP_003520705.1;WP_003520766.1;WP_014522588.1;ADU75701.1
GO:0009082	branched-chain amino acid biosynthetic p...	14	4	1.46	6	0.0488	0.0488	WP_003513128.1;WP_003513130.1;WP_003513639.1;WP_003515025.1	WP_003511674.1;WP_003511984.1;WP_003512035.1;WP_003512101.1;WP_003512194.1;WP_003512197.1;WP_003512828.1;WP_003513303.1;WP_003513758.1;WP_003513763.1;WP_003513989.1;WP_003514026.1;WP_003514075.1;WP_003515048.1;WP_003515675.1;WP_003515926.1;WP_003516080.1;WP_003516103.1;WP_003516155.1;WP_003516246.1;WP_003516564.1;WP_003516624.1;WP_003516875.1;WP_003517194.1;WP_003517282.1;WP_003517534.1;WP_003517548.1;WP_003517768.1;WP_003518117.1;WP_003518225.1;WP_003518483.1;WP_003518927.1;WP_003518953.1;WP_003518957.1;WP_003519398.1;WP_003520472.1;WP_003520705.1;WP_003520766.1;WP_014522588.1;ADU75701.1
GO:0035556	intracellular signal transduction	52	10	5.41	4	0.0531	0.0360	NA	NA
GO:0044262	cellular carbohydrate metabolic process	32	5	3.33	24	0.0558	0.2330	NA	NA
GO:0048518	positive regulation of biological proces...	20	3	2.08	45	0.0565	0.3457	NA	NA
GO:0007165	signal transduction	81	16	8.42	3	0.0601	0.0065	NA	NA
GO:1901607	alpha-amino acid biosynthetic process	85	13	8.84	9	0.0603	0.0921	NA	NA
GO:0042221	response to chemical	71	10	7.38	17	0.0752	0.1934	NA	NA
GO:0018193	peptidyl-amino acid modification	26	6	2.7	5	0.0943	0.0449	NA	NA
GO:0006414	translational elongation	11	3	1.14	10	0.0973	0.0973	NA	NA
GO:0000096	sulfur amino acid metabolic process	18	7	1.87	16	0.1001	0.1901	NA	NA
GO:0015985	energy coupled proton transport, down el...	11	2	1.14	39	0.1040	0.3197	NA	NA
GO:0044237	cellular metabolic process	769	77	79.96	307	0.1062	0.8578	NA	NA
GO:0019538	protein metabolic process	250	24	25.99	205	0.1074	0.7177	NA	NA
GO:0000160	phosphorelay signal transduction system	48	8	4.99	11	0.1159	0.1159	NA	NA
GO:0009086	methionine biosynthetic process	12	3	1.25	12	0.1202	0.1202	NA	NA
GO:0023014	signal transduction by protein phosphory...	13	3	1.35	13	0.1449	0.1449	NA	NA
GO:0006950	response to stress	91	10	9.46	91	0.1642	0.4786	NA	NA
GO:0006555	methionine metabolic process	14	4	1.46	7	0.1944	0.0488	NA	NA
GO:0006164	purine nucleotide biosynthetic process	58	7	6.03	57	0.1969	0.3984	NA	NA
GO:0006812	cation transport	41	5	4.26	70	0.1973	0.4257	NA	NA
GO:0018106	peptidyl-histidine phosphorylation	15	3	1.56	19	0.1986	0.1986	NA	NA
GO:0019439	aromatic compound catabolic process	75	7	7.8	166	0.2000	0.6821	NA	NA
GO:1901361	organic cyclic compound catabolic proces...	75	7	7.8	167	0.2000	0.6821	NA	NA
GO:0008152	metabolic process	955	94	99.3	378	0.2005	0.9662	NA	NA
GO:0055085	transmembrane transport	86	11	8.94	26	0.2711	0.2741	NA	NA
GO:0000003	reproduction	13	3	1.35	14	0.2787	0.1449	NA	NA
GO:0032506	cytokinetic process	10	2	1.04	28	0.2792	0.2792	NA	NA
GO:0019954	asexual reproduction	10	2	1.04	29	0.2792	0.2792	NA	NA
GO:0006633	fatty acid biosynthetic process	10	2	1.04	30	0.2792	0.2792	NA	NA
GO:0034622	cellular protein-containing complex asse...	16	2	1.66	97	0.2816	0.5082	NA	NA
GO:0000902	cell morphogenesis	19	2	1.98	123	0.2823	0.6042	NA	NA
GO:0006518	peptide metabolic process	112	9	11.65	303	0.2889	0.8487	NA	NA
GO:0071973	bacterial-type flagellum-dependent cell ...	11	2	1.14	40	0.3197	0.3197	NA	NA
GO:0030245	cellulose catabolic process	11	2	1.14	41	0.3197	0.3197	NA	NA
GO:0006810	transport	122	15	12.69	27	0.3524	0.2768	NA	NA
GO:0044275	cellular carbohydrate catabolic process	16	3	1.66	23	0.3539	0.2270	NA	NA
GO:0006754	ATP biosynthetic process	26	4	2.7	31	0.3539	0.2816	NA	NA
GO:0006096	glycolytic process	12	2	1.25	47	0.3596	0.3596	NA	NA
GO:0046677	response to antibiotic	12	2	1.25	48	0.3596	0.3596	NA	NA
GO:0000105	histidine biosynthetic process	12	2	1.25	49	0.3596	0.3596	NA	NA
GO:0044267	cellular protein metabolic process	182	18	18.92	137	0.3678	0.6397	NA	NA
GO:0006793	phosphorus metabolic process	242	20	25.16	346	0.3748	0.9141	NA	NA
GO:0050790	regulation of catalytic activity	13	2	1.35	58	0.3986	0.3986	NA	NA
GO:0006310	DNA recombination	31	4	3.22	65	0.4057	0.4057	NA	NA
GO:0006935	chemotaxis	31	4	3.22	66	0.4057	0.4057	NA	NA
GO:0006811	ion transport	50	6	5.2	69	0.4221	0.4211	NA	NA
GO:0044281	small molecule metabolic process	351	37	36.5	232	0.4232	0.7587	NA	NA
GO:1901069	guanosine-containing compound catabolic ...	14	2	1.46	75	0.4365	0.4365	NA	NA
GO:0046039	GTP metabolic process	15	2	1.56	84	0.4731	0.4731	NA	NA
GO:0000154	rRNA modification	15	2	1.56	85	0.4731	0.4731	NA	NA
GO:0045892	negative regulation of transcription, DN...	15	2	1.56	86	0.4731	0.4731	NA	NA
GO:0044282	small molecule catabolic process	60	6	6.24	130	0.4765	0.6075	NA	NA
GO:0032787	monocarboxylic acid metabolic process	57	8	5.93	25	0.4778	0.2332	NA	NA
GO:0006928	movement of cell or subcellular componen...	22	3	2.29	63	0.4823	0.4052	NA	NA
GO:0006733	oxidoreduction coenzyme metabolic proces...	27	3	2.81	107	0.4839	0.5451	NA	NA
GO:1901576	organic substance biosynthetic process	528	49	54.9	376	0.5203	0.9613	NA	NA
GO:0044260	cellular macromolecule metabolic process	435	38	45.23	362	0.5358	0.9417	NA	NA
GO:0034220	ion transmembrane transport	35	4	3.64	96	0.5371	0.5024	NA	NA
GO:0051186	cofactor metabolic process	82	6	8.53	323	0.5472	0.8761	NA	NA
GO:0090407	organophosphate biosynthetic process	112	9	11.65	304	0.5479	0.8487	NA	NA
GO:0040007	growth	135	14	14.04	108	0.5524	0.5524	NA	NA
