GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0000272	polysaccharide catabolic process	40	7	2.17	2	0.0028	0.0044	WP_003512704.1;WP_003514085.1;WP_003517499.1;WP_003518175.1;WP_003519072.1;WP_003520969.1;WP_014522594.1	WP_003515910.1;WP_003516560.1;WP_003517004.1;WP_003517995.1;WP_003518688.1;WP_003518876.1;WP_003520265.1;ADU73917.1
GO:0009169	purine ribonucleoside monophosphate cata...	29	6	1.57	1	0.0035	0.0035	WP_003513364.1;WP_003513535.1;WP_003514554.1;WP_003515563.1;WP_003516337.1;WP_003516351.1	WP_003515910.1;WP_003516560.1;WP_003517004.1;WP_003517995.1;WP_003518688.1;WP_003518876.1;WP_003520265.1;ADU73917.1
GO:0009220	pyrimidine ribonucleotide biosynthetic p...	13	3	0.71	24	0.0083	0.0294	WP_003513827.1;WP_003513891.1;WP_003515563.1	WP_003515910.1;WP_003516560.1;WP_003517004.1;WP_003517995.1;WP_003518688.1;WP_003518876.1;WP_003520265.1;ADU73917.1
GO:0006351	transcription, DNA-templated	104	7	5.64	193	0.0146	0.3312	ADU74393.1;WP_003512418.1;WP_003512710.1;WP_003513364.1;WP_003515363.1;WP_003517583.1;WP_003518897.1	WP_003515910.1;WP_003516560.1;WP_003517004.1;WP_003517995.1;WP_003518688.1;WP_003518876.1;WP_003520265.1;ADU73917.1
GO:0046132	pyrimidine ribonucleoside biosynthetic p...	14	3	0.76	36	0.0159	0.0360	WP_003513827.1;WP_003513891.1;WP_003515563.1	WP_003515910.1;WP_003516560.1;WP_003517004.1;WP_003517995.1;WP_003518688.1;WP_003518876.1;WP_003520265.1;ADU73917.1
GO:0009154	purine ribonucleotide catabolic process	42	6	2.28	9	0.0224	0.0224	WP_003513364.1;WP_003513535.1;WP_003514554.1;WP_003515563.1;WP_003516337.1;WP_003516351.1	WP_003515910.1;WP_003516560.1;WP_003517004.1;WP_003517995.1;WP_003518688.1;WP_003518876.1;WP_003520265.1;ADU73917.1
GO:0009207	purine ribonucleoside triphosphate catab...	42	6	2.28	10	0.0224	0.0224	WP_003513364.1;WP_003513535.1;WP_003514554.1;WP_003515563.1;WP_003516337.1;WP_003516351.1	WP_003515910.1;WP_003516560.1;WP_003517004.1;WP_003517995.1;WP_003518688.1;WP_003518876.1;WP_003520265.1;ADU73917.1
GO:0040007	growth	135	13	7.32	14	0.0236	0.0236	WP_003512915.1;WP_003512988.1;WP_003513261.1;WP_003513535.1;WP_003513891.1;WP_003514317.1;WP_003514554.1;WP_003514578.1;WP_003514647.1;WP_003515363.1;WP_003515563.1;WP_003518557.1;WP_003518725.1	WP_003515910.1;WP_003516560.1;WP_003517004.1;WP_003517995.1;WP_003518688.1;WP_003518876.1;WP_003520265.1;ADU73917.1
GO:0046130	purine ribonucleoside catabolic process	43	6	2.33	16	0.0250	0.0250	WP_003513364.1;WP_003513535.1;WP_003514554.1;WP_003515563.1;WP_003516337.1;WP_003516351.1	WP_003515910.1;WP_003516560.1;WP_003517004.1;WP_003517995.1;WP_003518688.1;WP_003518876.1;WP_003520265.1;ADU73917.1
GO:0008654	phospholipid biosynthetic process	13	3	0.71	25	0.0294	0.0294	WP_003512915.1;WP_003513261.1;WP_003518607.1	WP_003515910.1;WP_003516560.1;WP_003517004.1;WP_003517995.1;WP_003518688.1;WP_003518876.1;WP_003520265.1;ADU73917.1
GO:0006261	DNA-dependent DNA replication	15	3	0.81	42	0.0433	0.0433	WP_003513364.1;WP_003513535.1;WP_003514554.1	WP_003515910.1;WP_003516560.1;WP_003517004.1;WP_003517995.1;WP_003518688.1;WP_003518876.1;WP_003520265.1;ADU73917.1
GO:0032508	DNA duplex unwinding	15	3	0.81	43	0.0433	0.0433	WP_003513535.1;WP_003514554.1;WP_003519255.1	WP_003515910.1;WP_003516560.1;WP_003517004.1;WP_003517995.1;WP_003518688.1;WP_003518876.1;WP_003520265.1;ADU73917.1
GO:0009056	catabolic process	139	15	7.54	355	0.0475	0.8416	WP_003512704.1;WP_003513364.1;WP_003513535.1;WP_003514085.1;WP_003514554.1;WP_003515563.1;WP_003515732.1;WP_003516190.1;WP_003516337.1;WP_003516351.1;WP_003517499.1;WP_003518175.1;WP_003519072.1;WP_003520969.1;WP_014522594.1	WP_003515910.1;WP_003516560.1;WP_003517004.1;WP_003517995.1;WP_003518688.1;WP_003518876.1;WP_003520265.1;ADU73917.1
GO:0008360	regulation of cell shape	16	3	0.87	51	0.0513	0.0513	NA	NA
GO:0090305	nucleic acid phosphodiester bond hydroly...	51	6	2.77	55	0.0526	0.0526	NA	NA
GO:0009163	nucleoside biosynthetic process	31	4	1.68	79	0.0530	0.0821	NA	NA
GO:0044264	cellular polysaccharide metabolic proces...	27	3	1.46	143	0.0537	0.1767	NA	NA
GO:0044042	glucan metabolic process	21	2	1.14	190	0.0543	0.3170	NA	NA
GO:0043436	oxoacid metabolic process	199	11	10.8	274	0.0551	0.5275	NA	NA
GO:0051260	protein homooligomerization	18	3	0.98	64	0.0692	0.0692	NA	NA
GO:0009252	peptidoglycan biosynthetic process	18	3	0.98	65	0.0692	0.0692	NA	NA
GO:0071555	cell wall organization	18	3	0.98	66	0.0692	0.0692	NA	NA
GO:0006281	DNA repair	43	5	2.33	74	0.0780	0.0780	NA	NA
GO:0046034	ATP metabolic process	59	6	3.2	93	0.0940	0.0940	NA	NA
GO:0009123	nucleoside monophosphate metabolic proce...	97	10	5.26	231	0.0984	0.4486	NA	NA
GO:0032269	negative regulation of cellular protein ...	10	2	0.54	95	0.0984	0.0984	NA	NA
GO:0006189	'de novo' IMP biosynthetic process	10	2	0.54	96	0.0984	0.0984	NA	NA
GO:0009132	nucleoside diphosphate metabolic process	20	2	1.08	188	0.1056	0.2964	NA	NA
