GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0019359	nicotinamide nucleotide biosynthetic pro...	18	3	0.68	7	0.019	0.028	WP_003514690.1;WP_003519168.1;WP_003520327.1	WP_003513231.1;WP_003515667.1;WP_003517163.1;WP_003518182.1;ADU75526.1
GO:0015980	energy derivation by oxidation of organi...	16	3	0.61	2	0.020	0.020	WP_003512126.1;WP_003512448.1;WP_003512584.1	WP_003513231.1;WP_003515667.1;WP_003517163.1;WP_003518182.1;ADU75526.1
GO:0043414	macromolecule methylation	24	4	0.91	1	0.025	0.011	WP_003513361.1;WP_003517742.1;WP_003517748.1;WP_003518895.1	WP_003513231.1;WP_003515667.1;WP_003517163.1;WP_003518182.1;ADU75526.1
GO:0043648	dicarboxylic acid metabolic process	27	3	1.03	39	0.026	0.079	WP_003511604.1;WP_003516678.1;WP_003517667.1	WP_003513231.1;WP_003515667.1;WP_003517163.1;WP_003518182.1;ADU75526.1
GO:0006525	arginine metabolic process	13	2	0.49	46	0.037	0.084	WP_003513828.1;WP_003518633.1	WP_003513231.1;WP_003515667.1;WP_003517163.1;WP_003518182.1;ADU75526.1
GO:0006189	'de novo' IMP biosynthetic process	10	2	0.38	21	0.052	0.052	NA	NA
GO:0009067	aspartate family amino acid biosynthetic...	23	3	0.87	22	0.053	0.053	NA	NA
GO:0005975	carbohydrate metabolic process	114	7	4.33	62	0.055	0.132	NA	NA
GO:0006400	tRNA modification	24	3	0.91	24	0.059	0.059	NA	NA
GO:0046112	nucleobase biosynthetic process	11	2	0.42	28	0.062	0.062	NA	NA
GO:1901565	organonitrogen compound catabolic proces...	58	3	2.2	146	0.075	0.380	NA	NA
GO:0031323	regulation of cellular metabolic process	117	4	4.44	265	0.077	0.667	NA	NA
GO:0042398	cellular modified amino acid biosyntheti...	14	2	0.53	50	0.096	0.096	NA	NA
GO:0006541	glutamine metabolic process	14	2	0.53	51	0.096	0.096	NA	NA
GO:0006399	tRNA metabolic process	59	5	2.24	32	0.105	0.068	NA	NA
GO:0044248	cellular catabolic process	106	6	4.03	75	0.106	0.207	NA	NA
GO:0080090	regulation of primary metabolic process	119	4	4.52	275	0.114	0.680	NA	NA
GO:0090407	organophosphate biosynthetic process	112	9	4.25	3	0.126	0.020	NA	NA
GO:0001510	RNA methylation	17	2	0.65	63	0.134	0.134	NA	NA
GO:0000270	peptidoglycan metabolic process	22	2	0.84	71	0.143	0.202	NA	NA
GO:0044262	cellular carbohydrate metabolic process	32	2	1.22	109	0.144	0.345	NA	NA
GO:0016070	RNA metabolic process	197	8	7.48	194	0.145	0.480	NA	NA
GO:0044260	cellular macromolecule metabolic process	435	17	16.52	202	0.154	0.498	NA	NA
GO:0046394	carboxylic acid biosynthetic process	129	9	4.9	17	0.162	0.047	NA	NA
GO:0044087	regulation of cellular component biogene...	16	2	0.61	59	0.174	0.121	NA	NA
GO:0006950	response to stress	91	6	3.46	60	0.204	0.124	NA	NA
GO:0009084	glutamine family amino acid biosynthetic...	18	2	0.68	64	0.205	0.147	NA	NA
GO:0032787	monocarboxylic acid metabolic process	57	3	2.16	128	0.207	0.369	NA	NA
GO:0006281	DNA repair	43	3	1.63	78	0.221	0.221	NA	NA
GO:0009168	purine ribonucleoside monophosphate bios...	44	4	1.67	43	0.230	0.081	NA	NA
GO:0009057	macromolecule catabolic process	58	3	2.2	147	0.238	0.380	NA	NA
GO:0009058	biosynthetic process	536	22	20.35	126	0.258	0.359	NA	NA
GO:1901136	carbohydrate derivative catabolic proces...	53	2	2.01	254	0.271	0.609	NA	NA
GO:0006575	cellular modified amino acid metabolic p...	23	2	0.87	76	0.292	0.216	NA	NA
GO:2000113	negative regulation of cellular macromol...	24	2	0.91	81	0.293	0.230	NA	NA
GO:1990748	cellular detoxification	10	1	0.38	100	0.322	0.322	NA	NA
GO:0006413	translational initiation	10	1	0.38	101	0.322	0.322	NA	NA
GO:0032269	negative regulation of cellular protein ...	10	1	0.38	102	0.322	0.322	NA	NA
GO:0019954	asexual reproduction	10	1	0.38	103	0.322	0.322	NA	NA
GO:0006730	one-carbon metabolic process	10	1	0.38	104	0.322	0.322	NA	NA
GO:0006222	UMP biosynthetic process	10	1	0.38	105	0.322	0.322	NA	NA
GO:0051701	interaction with host	10	1	0.38	106	0.322	0.322	NA	NA
GO:0034655	nucleobase-containing compound catabolic...	73	3	2.77	221	0.325	0.534	NA	NA
GO:0006396	RNA processing	64	4	2.43	79	0.341	0.221	NA	NA
GO:0031328	positive regulation of cellular biosynth...	11	1	0.42	113	0.348	0.348	NA	NA
GO:0046903	secretion	11	1	0.42	114	0.348	0.348	NA	NA
GO:0044265	cellular macromolecule catabolic process	11	1	0.42	115	0.348	0.348	NA	NA
GO:2000142	regulation of DNA-templated transcriptio...	11	1	0.42	116	0.348	0.348	NA	NA
GO:0010557	positive regulation of macromolecule bio...	11	1	0.42	117	0.348	0.348	NA	NA
GO:0046034	ATP metabolic process	59	3	2.24	149	0.359	0.391	NA	NA
GO:0010629	negative regulation of gene expression	27	2	1.03	89	0.370	0.274	NA	NA
