GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0016757	transferase activity, transferring glyco...	39	4	0.45	1	0.0016	0.00073	WP_003512919.1;WP_003514572.1;WP_003514573.1;WP_003516876.1	WP_003513368.1;WP_003515648.1;WP_003516876.1
GO:0032559	adenyl ribonucleotide binding	255	4	2.95	25	0.0115	0.33943	WP_003511587.1;WP_003514572.1;WP_003514573.1;WP_003515764.1	WP_003513368.1;WP_003515648.1;WP_003516876.1
GO:0016866	intramolecular transferase activity	18	2	0.21	2	0.0171	0.01715	WP_003512648.1;WP_003515533.1	WP_003513368.1;WP_003515648.1;WP_003516876.1
GO:0003690	double-stranded DNA binding	14	1	0.16	6	0.1512	0.15122	NA	NA
GO:0016811	hydrolase activity, acting on carbon-nit...	15	1	0.17	7	0.1612	0.16116	NA	NA
GO:0016763	transferase activity, transferring pento...	16	1	0.19	8	0.1710	0.17100	NA	NA
GO:0016651	oxidoreductase activity, acting on NAD(P...	17	1	0.2	9	0.1807	0.18073	NA	NA
GO:0060089	molecular transducer activity	18	1	0.21	10	0.1903	0.19035	NA	NA
GO:0043565	sequence-specific DNA binding	20	1	0.23	11	0.2093	0.20928	NA	NA
GO:0051287	NAD binding	20	1	0.23	12	0.2093	0.20928	NA	NA
GO:0140101	catalytic activity, acting on a tRNA	47	2	0.54	4	0.2174	0.10004	NA	NA
GO:0009055	electron transfer activity	21	1	0.24	13	0.2186	0.21859	NA	NA
GO:0003677	DNA binding	177	4	2.05	5	0.2193	0.13590	NA	NA
GO:0004812	aminoacyl-tRNA ligase activity	25	1	0.29	18	0.2548	0.25482	NA	NA
GO:0016616	oxidoreductase activity, acting on the C...	30	1	0.35	21	0.2979	0.29792	NA	NA
GO:0051539	4 iron, 4 sulfur cluster binding	31	1	0.36	23	0.3063	0.30626	NA	NA
GO:0016853	isomerase activity	56	3	0.65	3	0.3236	0.02383	NA	NA
GO:0005525	GTP binding	35	1	0.41	24	0.3387	0.33869	NA	NA
GO:0016879	ligase activity, forming carbon-nitrogen...	38	1	0.44	28	0.3621	0.36209	NA	NA
GO:0003700	DNA-binding transcription factor activit...	44	1	0.51	31	0.4066	0.40660	NA	NA
GO:0008144	drug binding	304	4	3.52	40	0.4483	0.48415	NA	NA
GO:0000287	magnesium ion binding	60	1	0.69	44	0.5116	0.51158	NA	NA
GO:0005524	ATP binding	254	3	2.94	52	0.5902	0.59016	NA	NA
GO:0016829	lyase activity	91	1	1.05	57	0.6677	0.66770	NA	NA
GO:0046872	metal ion binding	269	3	3.11	53	0.7155	0.63373	NA	NA
GO:0003723	RNA binding	116	1	1.34	59	0.7583	0.75833	NA	NA
GO:0016740	transferase activity	352	5	4.08	61	0.9562	0.95617	NA	NA
GO:0016787	hydrolase activity	399	2	4.62	62	0.9921	0.97168	NA	NA
GO:0019001	guanyl nucleotide binding	45	1	0.52	32	1.0000	0.41373	NA	NA
GO:0050662	coenzyme binding	95	1	1.1	58	1.0000	0.68405	NA	NA
GO:0032550	purine ribonucleoside binding	55	1	0.64	38	1.0000	0.48079	NA	NA
GO:1901265	nucleoside phosphate binding	358	5	4.15	29	1.0000	0.40289	NA	NA
GO:0035639	purine ribonucleoside triphosphate bindi...	284	4	3.29	34	1.0000	0.42516	NA	NA
GO:0032553	ribonucleotide binding	309	4	3.58	43	1.0000	0.49872	NA	NA
GO:0003824	catalytic activity	943	11	10.92	60	1.0000	0.82706	NA	NA
GO:0032555	purine ribonucleotide binding	290	4	3.36	36	1.0000	0.44294	NA	NA
GO:0051540	metal cluster binding	64	1	0.74	46	1.0000	0.53498	NA	NA
GO:0036094	small molecule binding	407	5	4.71	48	1.0000	0.53561	NA	NA
GO:0097159	organic cyclic compound binding	616	9	7.13	14	1.0000	0.23216	NA	NA
GO:0140110	transcription regulator activity	48	1	0.56	35	1.0000	0.43465	NA	NA
GO:0017076	purine nucleotide binding	292	4	3.38	37	1.0000	0.44885	NA	NA
GO:0016874	ligase activity	81	2	0.94	17	1.0000	0.24018	NA	NA
GO:0016875	ligase activity, forming carbon-oxygen b...	25	1	0.29	19	1.0000	0.25482	NA	NA
GO:0030554	adenyl nucleotide binding	257	4	2.98	26	1.0000	0.34529	NA	NA
GO:0048037	cofactor binding	165	2	1.91	51	1.0000	0.58956	NA	NA
GO:0005488	binding	841	10	9.74	50	1.0000	0.56991	NA	NA
GO:0051536	iron-sulfur cluster binding	64	1	0.74	47	1.0000	0.53498	NA	NA
GO:0043167	ion binding	536	6	6.21	54	1.0000	0.64484	NA	NA
GO:0016491	oxidoreductase activity	152	2	1.76	49	1.0000	0.54188	NA	NA
GO:1901363	heterocyclic compound binding	616	9	7.13	15	1.0000	0.23216	NA	NA
GO:0043168	anion binding	370	4	4.28	56	1.0000	0.66424	NA	NA
GO:0043169	cation binding	274	3	3.17	55	1.0000	0.64766	NA	NA
GO:0032549	ribonucleoside binding	57	1	0.66	41	1.0000	0.49332	NA	NA
GO:0140098	catalytic activity, acting on RNA	80	2	0.93	16	1.0000	0.23578	NA	NA
GO:0016810	hydrolase activity, acting on carbon-nit...	36	1	0.42	27	1.0000	0.34658	NA	NA
GO:0016614	oxidoreductase activity, acting on CH-OH...	30	1	0.35	22	1.0000	0.29792	NA	NA
GO:0032561	guanyl ribonucleotide binding	45	1	0.52	33	1.0000	0.41373	NA	NA
GO:0001882	nucleoside binding	57	1	0.66	42	1.0000	0.49332	NA	NA
GO:0003674	molecular_function	1209	14	14	63	1.0000	1.00000	NA	NA
GO:0001883	purine nucleoside binding	55	1	0.64	39	1.0000	0.48079	NA	NA
