GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0006935	chemotaxis	31	3	0.34	1	0.0037	0.0037	WP_003513222.1;WP_003518457.1;WP_003518813.1	WP_003516357.1;WP_003517930.1;WP_014522611.1
GO:0000272	polysaccharide catabolic process	40	3	0.43	2	0.0077	0.0077	WP_003515342.1;WP_003519375.1;WP_014522595.1	WP_003516357.1;WP_003517930.1;WP_014522611.1
GO:0006261	DNA-dependent DNA replication	15	2	0.16	3	0.0105	0.0105	WP_003513238.1;WP_003517221.1	WP_003516357.1;WP_003517930.1;WP_014522611.1
GO:0090305	nucleic acid phosphodiester bond hydroly...	51	2	0.55	7	0.1024	0.1024	NA	NA
GO:1990748	cellular detoxification	10	1	0.11	8	0.1038	0.1038	NA	NA
GO:1901700	response to oxygen-containing compound	10	1	0.11	9	0.1038	0.1038	NA	NA
GO:0071897	DNA biosynthetic process	11	1	0.12	10	0.1136	0.1136	NA	NA
GO:0006081	cellular aldehyde metabolic process	12	1	0.13	12	0.1233	0.1233	NA	NA
GO:0097588	archaeal or bacterial-type flagellum-dep...	13	1	0.14	14	0.1329	0.1329	NA	NA
GO:0009069	serine family amino acid metabolic proce...	15	1	0.16	15	0.1518	0.1518	NA	NA
GO:0001510	RNA methylation	17	1	0.18	19	0.1704	0.1704	NA	NA
GO:0006259	DNA metabolic process	84	3	0.91	5	0.1769	0.0564	NA	NA
GO:0000910	cytokinesis	18	1	0.2	20	0.1795	0.1795	NA	NA
GO:0015031	protein transport	18	1	0.2	21	0.1795	0.1795	NA	NA
GO:0007165	signal transduction	81	2	0.88	31	0.2175	0.2175	NA	NA
GO:0009066	aspartate family amino acid metabolic pr...	28	1	0.3	35	0.2660	0.2660	NA	NA
GO:0044036	cell wall macromolecule metabolic proces...	34	1	0.37	38	0.3138	0.3138	NA	NA
GO:0044248	cellular catabolic process	106	2	1.15	40	0.3219	0.3219	NA	NA
GO:0065008	regulation of biological quality	40	1	0.43	45	0.3587	0.3587	NA	NA
GO:0006281	DNA repair	43	1	0.47	47	0.3802	0.3802	NA	NA
GO:0006811	ion transport	50	1	0.54	51	0.4276	0.4276	NA	NA
GO:1901565	organonitrogen compound catabolic proces...	58	1	0.63	55	0.4778	0.4778	NA	NA
GO:0044282	small molecule catabolic process	60	1	0.65	56	0.4897	0.4897	NA	NA
GO:0006396	RNA processing	64	1	0.69	58	0.5128	0.5128	NA	NA
