GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:1901137	carbohydrate derivative biosynthetic pro...	117	7	5.71	85	0.013	0.343	WP_003511564.1;WP_003511596.1;WP_003513691.1;WP_003517452.1;WP_003517817.1;WP_003519089.1;WP_003520526.1	WP_003511598.1;WP_003512590.1;WP_003513588.1;WP_003513604.1;WP_003514820.1;WP_003514987.1;WP_003515875.1;WP_003516160.1;WP_003516878.1;WP_003517060.1;WP_003517346.1;WP_003519322.1;WP_003519433.1;WP_003519451.1
GO:0034654	nucleobase-containing compound biosynthe...	259	17	12.65	15	0.019	0.104	WP_003511564.1;WP_003512127.1;WP_003512132.1;WP_003512801.1;WP_003513339.1;WP_003513371.1;WP_003513372.1;WP_003515843.1;WP_003517452.1;WP_003517491.1;WP_003517817.1;WP_003518533.1;WP_003518584.1;WP_003519089.1;WP_003519663.1;WP_003520526.1;WP_003520929.1	WP_003511598.1;WP_003512590.1;WP_003513588.1;WP_003513604.1;WP_003514820.1;WP_003514987.1;WP_003515875.1;WP_003516160.1;WP_003516878.1;WP_003517060.1;WP_003517346.1;WP_003519322.1;WP_003519433.1;WP_003519451.1
GO:0055086	nucleobase-containing small molecule met...	174	11	8.5	48	0.021	0.216	WP_003511564.1;WP_003512981.1;WP_003513371.1;WP_003513372.1;WP_003513691.1;WP_003517452.1;WP_003517817.1;WP_003518584.1;WP_003519058.1;WP_003519089.1;WP_003520526.1	WP_003511598.1;WP_003512590.1;WP_003513588.1;WP_003513604.1;WP_003514820.1;WP_003514987.1;WP_003515875.1;WP_003516160.1;WP_003516878.1;WP_003517060.1;WP_003517346.1;WP_003519322.1;WP_003519433.1;WP_003519451.1
GO:0022900	electron transport chain	24	4	1.17	1	0.026	0.026	WP_003513207.1;WP_003513209.1;WP_003519058.1;WP_003520929.1	WP_003511598.1;WP_003512590.1;WP_003513588.1;WP_003513604.1;WP_003514820.1;WP_003514987.1;WP_003515875.1;WP_003516160.1;WP_003516878.1;WP_003517060.1;WP_003517346.1;WP_003519322.1;WP_003519433.1;WP_003519451.1
GO:0009082	branched-chain amino acid biosynthetic p...	14	3	0.68	2	0.027	0.027	WP_003512461.1;WP_003517161.1;WP_003518656.1	WP_003511598.1;WP_003512590.1;WP_003513588.1;WP_003513604.1;WP_003514820.1;WP_003514987.1;WP_003515875.1;WP_003516160.1;WP_003516878.1;WP_003517060.1;WP_003517346.1;WP_003519322.1;WP_003519433.1;WP_003519451.1
GO:0071702	organic substance transport	39	4	1.9	21	0.046	0.118	WP_003513490.1;WP_003516284.1;WP_003516409.1;WP_003518584.1	WP_003511598.1;WP_003512590.1;WP_003513588.1;WP_003513604.1;WP_003514820.1;WP_003514987.1;WP_003515875.1;WP_003516160.1;WP_003516878.1;WP_003517060.1;WP_003517346.1;WP_003519322.1;WP_003519433.1;WP_003519451.1
GO:0050793	regulation of developmental process	19	2	0.93	56	0.049	0.236	WP_003511564.1;WP_003512127.1	WP_003511598.1;WP_003512590.1;WP_003513588.1;WP_003513604.1;WP_003514820.1;WP_003514987.1;WP_003515875.1;WP_003516160.1;WP_003516878.1;WP_003517060.1;WP_003517346.1;WP_003519322.1;WP_003519433.1;WP_003519451.1
GO:0043039	tRNA aminoacylation	24	2	1.17	80	0.049	0.329	WP_003513372.1;WP_003516364.1	WP_003511598.1;WP_003512590.1;WP_003513588.1;WP_003513604.1;WP_003514820.1;WP_003514987.1;WP_003515875.1;WP_003516160.1;WP_003516878.1;WP_003517060.1;WP_003517346.1;WP_003519322.1;WP_003519433.1;WP_003519451.1
GO:0043650	dicarboxylic acid biosynthetic process	20	3	0.98	6	0.070	0.070	NA	NA
GO:0019318	hexose metabolic process	10	2	0.49	9	0.082	0.082	NA	NA
