GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0030246	carbohydrate binding	44	3	0.4	1	0.0092	0.0061	WP_003515342.1;WP_003519375.1;WP_014522595.1	WP_003516357.1;WP_003517930.1;WP_014522611.1
GO:0004527	exonuclease activity	21	2	0.19	2	0.0807	0.0144	NA	NA
GO:0016627	oxidoreductase activity, acting on the C...	10	1	0.09	4	0.0877	0.0877	NA	NA
GO:0004536	deoxyribonuclease activity	11	1	0.1	6	0.0960	0.0960	NA	NA
GO:0008408	3'-5' exonuclease activity	11	1	0.1	7	0.0960	0.0960	NA	NA
GO:0051536	iron-sulfur cluster binding	64	2	0.58	8	0.1115	0.1115	NA	NA
GO:0008173	RNA methyltransferase activity	15	1	0.14	10	0.1288	0.1288	NA	NA
GO:0008080	N-acetyltransferase activity	18	1	0.16	11	0.1527	0.1527	NA	NA
GO:0030248	cellulose binding	23	1	0.21	15	0.1912	0.1912	NA	NA
GO:0004519	endonuclease activity	28	1	0.25	18	0.2281	0.2281	NA	NA
GO:0140097	catalytic activity, acting on DNA	56	2	0.51	5	0.3191	0.0886	NA	NA
GO:0003700	DNA-binding transcription factor activit...	44	1	0.4	22	0.3360	0.3360	NA	NA
GO:0004553	hydrolase activity, hydrolyzing O-glycos...	45	1	0.41	23	0.3423	0.3423	NA	NA
GO:0008270	zinc ion binding	46	1	0.42	24	0.3485	0.3485	NA	NA
GO:0016779	nucleotidyltransferase activity	49	1	0.45	26	0.3668	0.3668	NA	NA
GO:0005215	transporter activity	72	1	0.66	32	0.4925	0.4925	NA	NA
GO:0003677	DNA binding	177	2	1.61	33	0.4947	0.4947	NA	NA
GO:0016787	hydrolase activity	399	5	3.63	20	0.6688	0.2800	NA	NA
GO:0016491	oxidoreductase activity	152	2	1.38	29	0.7179	0.4115	NA	NA
GO:0016462	pyrophosphatase activity	144	1	1.31	40	0.7537	0.7537	NA	NA
GO:0046872	metal ion binding	269	2	2.45	38	0.8426	0.7410	NA	NA
GO:0005524	ATP binding	254	1	2.31	45	0.9262	0.9262	NA	NA
GO:1901363	heterocyclic compound binding	616	3	5.6	56	1.0000	0.9722	NA	NA
GO:0036094	small molecule binding	407	1	3.7	61	1.0000	0.9893	NA	NA
GO:0008144	drug binding	304	1	2.77	53	1.0000	0.9593	NA	NA
GO:1901265	nucleoside phosphate binding	358	1	3.26	58	1.0000	0.9794	NA	NA
GO:0016407	acetyltransferase activity	22	1	0.2	14	1.0000	0.1836	NA	NA
GO:0140098	catalytic activity, acting on RNA	80	1	0.73	36	1.0000	0.5306	NA	NA
GO:0008168	methyltransferase activity	55	1	0.5	28	1.0000	0.4021	NA	NA
GO:0140110	transcription regulator activity	48	1	0.44	25	1.0000	0.3608	NA	NA
GO:0051540	metal cluster binding	64	2	0.58	9	1.0000	0.1115	NA	NA
GO:0016410	N-acyltransferase activity	18	1	0.16	12	1.0000	0.1527	NA	NA
GO:0001871	pattern binding	26	1	0.24	16	1.0000	0.2135	NA	NA
GO:0003824	catalytic activity	943	7	8.58	47	1.0000	0.9286	NA	NA
GO:0046914	transition metal ion binding	79	1	0.72	35	1.0000	0.5260	NA	NA
GO:0048037	cofactor binding	165	2	1.5	31	1.0000	0.4554	NA	NA
GO:0097367	carbohydrate derivative binding	318	1	2.89	55	1.0000	0.9657	NA	NA
GO:0030247	polysaccharide binding	26	1	0.24	17	1.0000	0.2135	NA	NA
GO:0005488	binding	841	9	7.65	34	1.0000	0.5114	NA	NA
GO:0004518	nuclease activity	48	2	0.44	3	1.0000	0.0676	NA	NA
GO:0016788	hydrolase activity, acting on ester bond...	78	2	0.71	13	1.0000	0.1550	NA	NA
GO:0097159	organic cyclic compound binding	616	3	5.6	57	1.0000	0.9722	NA	NA
GO:0035639	purine ribonucleoside triphosphate bindi...	284	1	2.58	50	1.0000	0.9481	NA	NA
GO:0016740	transferase activity	352	2	3.2	44	1.0000	0.8759	NA	NA
GO:0016741	transferase activity, transferring one-c...	64	1	0.58	30	1.0000	0.4516	NA	NA
GO:0016772	transferase activity, transferring phosp...	134	1	1.22	37	1.0000	0.7269	NA	NA
GO:0032553	ribonucleotide binding	309	1	2.81	54	1.0000	0.9617	NA	NA
GO:0003674	molecular_function	1209	11	11	62	1.0000	1.0000	NA	NA
GO:0030554	adenyl nucleotide binding	257	1	2.34	48	1.0000	0.9287	NA	NA
