GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0016740	transferase activity	352	25	18.05	1	0.026	0.035	WP_003511564.1;WP_003511596.1;WP_003511639.1;WP_003512577.1;WP_003512676.1;WP_003512797.1;WP_003512801.1;WP_003512850.1;WP_003513195.1;WP_003513339.1;WP_003513372.1;WP_003513604.1;WP_003513691.1;WP_003515844.1;WP_003515849.1;WP_003517161.1;WP_003517214.1;WP_003517452.1;WP_003518726.1;WP_003519089.1;WP_003519151.1;WP_003519433.1;WP_003520526.1;WP_003520929.1;WP_014522658.1	WP_003511598.1;WP_003512590.1;WP_003513588.1;WP_003513604.1;WP_003514820.1;WP_003514987.1;WP_003515875.1;WP_003516160.1;WP_003516878.1;WP_003517060.1;WP_003517346.1;WP_003519322.1;WP_003519433.1;WP_003519451.1
GO:0016765	transferase activity, transferring alkyl...	25	4	1.28	2	0.035	0.035	WP_003511564.1;WP_003515844.1;WP_003515849.1;WP_003517214.1	WP_003511598.1;WP_003512590.1;WP_003513588.1;WP_003513604.1;WP_003514820.1;WP_003514987.1;WP_003515875.1;WP_003516160.1;WP_003516878.1;WP_003517060.1;WP_003517346.1;WP_003519322.1;WP_003519433.1;WP_003519451.1
GO:0008324	cation transmembrane transporter activit...	32	2	1.64	60	0.052	0.496	NA	NA
GO:0003700	DNA-binding transcription factor activit...	44	5	2.26	4	0.070	0.070	NA	NA
GO:0042626	ATPase activity, coupled to transmembran...	38	4	1.95	11	0.078	0.126	NA	NA
GO:0004888	transmembrane signaling receptor activit...	10	2	0.51	5	0.089	0.089	NA	NA
GO:0020037	heme binding	10	2	0.51	6	0.089	0.089	NA	NA
GO:0008238	exopeptidase activity	11	2	0.56	9	0.106	0.106	NA	NA
GO:0004812	aminoacyl-tRNA ligase activity	25	3	1.28	13	0.132	0.132	NA	NA
GO:0050661	NADP binding	15	2	0.77	17	0.177	0.177	NA	NA
GO:0008080	N-acetyltransferase activity	18	2	0.92	20	0.235	0.235	NA	NA
GO:0030246	carbohydrate binding	44	3	2.26	33	0.237	0.395	NA	NA
GO:0015075	ion transmembrane transporter activity	39	3	2	29	0.270	0.323	NA	NA
GO:0009055	electron transfer activity	21	2	1.08	24	0.293	0.293	NA	NA
GO:0000049	tRNA binding	21	2	1.08	25	0.293	0.293	NA	NA
GO:0008483	transaminase activity	21	2	1.08	26	0.293	0.293	NA	NA
GO:0016779	nucleotidyltransferase activity	49	4	2.51	22	0.305	0.240	NA	NA
GO:0015318	inorganic molecular entity transmembrane...	38	2	1.95	76	0.311	0.591	NA	NA
GO:0005515	protein binding	92	6	4.72	30	0.331	0.331	NA	NA
GO:0060089	molecular transducer activity	18	3	0.92	3	0.338	0.060	NA	NA
GO:0097367	carbohydrate derivative binding	318	14	16.31	120	0.362	0.795	NA	NA
GO:0000166	nucleotide binding	358	17	18.36	97	0.392	0.698	NA	NA
GO:0048037	cofactor binding	165	11	8.46	19	0.398	0.214	NA	NA
GO:0016830	carbon-carbon lyase activity	27	2	1.38	34	0.408	0.408	NA	NA
GO:0016987	sigma factor activity	10	1	0.51	35	0.410	0.410	NA	NA
GO:0008137	NADH dehydrogenase (ubiquinone) activity	10	1	0.51	36	0.410	0.410	NA	NA
GO:0016462	pyrophosphatase activity	144	7	7.38	87	0.416	0.623	NA	NA
GO:0008270	zinc ion binding	46	3	2.36	39	0.424	0.424	NA	NA
GO:0004519	endonuclease activity	28	2	1.44	42	0.426	0.426	NA	NA
GO:0003899	DNA-directed 5'-3' RNA polymerase activi...	11	1	0.56	45	0.441	0.441	NA	NA
GO:0016814	hydrolase activity, acting on carbon-nit...	11	1	0.56	46	0.441	0.441	NA	NA
GO:0016854	racemase and epimerase activity	11	1	0.56	47	0.441	0.441	NA	NA
GO:0008408	3'-5' exonuclease activity	11	1	0.56	48	0.441	0.441	NA	NA
GO:0016616	oxidoreductase activity, acting on the C...	30	2	1.54	53	0.462	0.462	NA	NA
GO:0004672	protein kinase activity	30	2	1.54	54	0.462	0.462	NA	NA
GO:0046873	metal ion transmembrane transporter acti...	12	1	0.62	58	0.470	0.470	NA	NA
GO:0016791	phosphatase activity	12	1	0.62	59	0.470	0.470	NA	NA
GO:0036094	small molecule binding	407	19	20.87	106	0.489	0.741	NA	NA
GO:0016788	hydrolase activity, acting on ester bond...	78	5	4	31	0.493	0.371	NA	NA
GO:0003678	DNA helicase activity	13	1	0.67	61	0.497	0.497	NA	NA
GO:0050660	flavin adenine dinucleotide binding	13	1	0.67	62	0.497	0.497	NA	NA
GO:0003735	structural constituent of ribosome	52	3	2.67	63	0.506	0.506	NA	NA
GO:0003677	DNA binding	177	9	9.08	73	0.513	0.569	NA	NA
GO:0016301	kinase activity	83	5	4.26	41	0.514	0.424	NA	NA
GO:0051536	iron-sulfur cluster binding	64	3	3.28	91	0.518	0.651	NA	NA
GO:0003690	double-stranded DNA binding	14	1	0.72	66	0.523	0.523	NA	NA
GO:0016758	transferase activity, transferring hexos...	15	1	0.77	68	0.548	0.548	NA	NA
GO:0016903	oxidoreductase activity, acting on the a...	15	1	0.77	69	0.548	0.548	NA	NA
GO:0016811	hydrolase activity, acting on carbon-nit...	15	1	0.77	70	0.548	0.548	NA	NA
GO:0016491	oxidoreductase activity	152	10	7.79	23	0.566	0.244	NA	NA
GO:0016763	transferase activity, transferring pento...	16	1	0.82	74	0.572	0.572	NA	NA
GO:0010181	FMN binding	17	1	0.87	77	0.594	0.594	NA	NA
GO:0019829	cation-transporting ATPase activity	18	1	0.92	83	0.615	0.615	NA	NA
GO:0016773	phosphotransferase activity, alcohol gro...	49	3	2.51	56	0.632	0.465	NA	NA
GO:0043565	sequence-specific DNA binding	20	1	1.03	93	0.654	0.654	NA	NA
GO:0051287	NAD binding	20	1	1.03	94	0.654	0.654	NA	NA
GO:0016836	hydro-lyase activity	21	1	1.08	95	0.672	0.672	NA	NA
GO:0008144	drug binding	304	13	15.59	127	0.692	0.823	NA	NA
GO:0003924	GTPase activity	23	1	1.18	100	0.705	0.705	NA	NA
GO:0008236	serine-type peptidase activity	23	1	1.18	101	0.705	0.705	NA	NA
GO:0030247	polysaccharide binding	26	1	1.33	107	0.749	0.749	NA	NA
GO:0140096	catalytic activity, acting on a protein	116	6	5.95	71	0.760	0.558	NA	NA
GO:0016798	hydrolase activity, acting on glycosyl b...	53	2	2.72	110	0.769	0.769	NA	NA
GO:0030170	pyridoxal phosphate binding	29	1	1.49	114	0.787	0.787	NA	NA
GO:0005524	ATP binding	254	11	13.03	116	0.788	0.788	NA	NA
GO:0051539	4 iron, 4 sulfur cluster binding	31	1	1.59	124	0.809	0.809	NA	NA
GO:0004175	endopeptidase activity	32	1	1.64	126	0.819	0.819	NA	NA
GO:0005525	GTP binding	35	1	1.79	130	0.846	0.846	NA	NA
GO:0003723	RNA binding	116	5	5.95	104	0.875	0.728	NA	NA
GO:0016829	lyase activity	91	3	4.67	133	0.879	0.862	NA	NA
GO:0046872	metal ion binding	269	9	13.79	144	0.886	0.957	NA	NA
GO:0140097	catalytic activity, acting on DNA	56	2	2.87	121	0.899	0.796	NA	NA
GO:0016853	isomerase activity	56	2	2.87	122	0.909	0.796	NA	NA
GO:0016874	ligase activity	81	4	4.15	82	0.947	0.609	NA	NA
GO:0000287	magnesium ion binding	60	1	3.08	145	0.961	0.961	NA	NA
GO:0016741	transferase activity, transferring one-c...	64	1	3.28	147	0.969	0.969	NA	NA
GO:0043167	ion binding	536	20	27.49	148	1.000	0.983	NA	NA
GO:0043168	anion binding	370	15	18.97	137	1.000	0.899	NA	NA
