GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0019692	deoxyribose phosphate metabolic process	10	4	0.5	1	0.00092	0.00092	ADU75615.1;WP_003513929.1;WP_003515434.1;WP_003518900.1	WP_003512055.1;WP_003512095.1;WP_003513139.1;WP_003513220.1;WP_003513304.1;WP_003513693.1;WP_003515733.1;WP_003516379.1;WP_003517752.1
GO:0009262	deoxyribonucleotide metabolic process	11	4	0.55	2	0.00139	0.00139	ADU75615.1;WP_003513929.1;WP_003515434.1;WP_003518900.1	WP_003512055.1;WP_003512095.1;WP_003513139.1;WP_003513220.1;WP_003513304.1;WP_003513693.1;WP_003515733.1;WP_003516379.1;WP_003517752.1
GO:0006730	one-carbon metabolic process	10	3	0.5	3	0.01090	0.01090	WP_003515306.1;WP_003518855.1;WP_003518900.1	WP_003512055.1;WP_003512095.1;WP_003513139.1;WP_003513220.1;WP_003513304.1;WP_003513693.1;WP_003515733.1;WP_003516379.1;WP_003517752.1
GO:0042558	pteridine-containing compound metabolic ...	18	3	0.9	14	0.01351	0.05587	ADU75615.1;WP_003513929.1;WP_003518900.1	WP_003512055.1;WP_003512095.1;WP_003513139.1;WP_003513220.1;WP_003513304.1;WP_003513693.1;WP_003515733.1;WP_003516379.1;WP_003517752.1
GO:0009166	nucleotide catabolic process	59	4	2.93	71	0.01403	0.33676	ADU75615.1;WP_003512596.1;WP_003513929.1;WP_003515434.1	WP_003512055.1;WP_003512095.1;WP_003513139.1;WP_003513220.1;WP_003513304.1;WP_003513693.1;WP_003515733.1;WP_003516379.1;WP_003517752.1
GO:0016052	carbohydrate catabolic process	57	7	2.83	5	0.02013	0.01934	ADU75615.1;WP_003512420.1;WP_003512596.1;WP_003513929.1;WP_003516839.1;WP_003518386.1;WP_003518444.1	WP_003512055.1;WP_003512095.1;WP_003513139.1;WP_003513220.1;WP_003513304.1;WP_003513693.1;WP_003515733.1;WP_003516379.1;WP_003517752.1
GO:0009082	branched-chain amino acid biosynthetic p...	14	3	0.7	6	0.02869	0.02869	WP_003513126.1;WP_003515026.1;WP_003518251.1	WP_003512055.1;WP_003512095.1;WP_003513139.1;WP_003513220.1;WP_003513304.1;WP_003513693.1;WP_003515733.1;WP_003516379.1;WP_003517752.1
GO:0009218	pyrimidine ribonucleotide metabolic proc...	15	3	0.75	8	0.04853	0.03461	WP_003513826.1;WP_003515434.1;WP_003516225.1	WP_003512055.1;WP_003512095.1;WP_003513139.1;WP_003513220.1;WP_003513304.1;WP_003513693.1;WP_003515733.1;WP_003516379.1;WP_003517752.1
GO:0046131	pyrimidine ribonucleoside metabolic proc...	16	3	0.8	10	0.04858	0.04113	WP_003513826.1;WP_003515434.1;WP_003516225.1	WP_003512055.1;WP_003512095.1;WP_003513139.1;WP_003513220.1;WP_003513304.1;WP_003513693.1;WP_003515733.1;WP_003516379.1;WP_003517752.1
GO:0009206	purine ribonucleoside triphosphate biosy...	27	3	1.34	27	0.04907	0.14667	WP_003512596.1;WP_003512965.1;WP_003516225.1	WP_003512055.1;WP_003512095.1;WP_003513139.1;WP_003513220.1;WP_003513304.1;WP_003513693.1;WP_003515733.1;WP_003516379.1;WP_003517752.1
GO:0065009	regulation of molecular function	14	2	0.7	29	0.04941	0.15086	WP_003516225.1;WP_003517938.1	WP_003512055.1;WP_003512095.1;WP_003513139.1;WP_003513220.1;WP_003513304.1;WP_003513693.1;WP_003515733.1;WP_003516379.1;WP_003517752.1
GO:1901136	carbohydrate derivative catabolic proces...	53	4	2.64	55	0.05651	0.26731	NA	NA
GO:0006508	proteolysis	77	7	3.83	15	0.08087	0.08087	NA	NA
GO:0031167	rRNA methylation	10	2	0.5	16	0.08458	0.08458	NA	NA
GO:0019954	asexual reproduction	10	2	0.5	17	0.08458	0.08458	NA	NA
GO:0006165	nucleoside diphosphate phosphorylation	14	2	0.7	30	0.09633	0.15086	NA	NA
GO:0071840	cellular component organization or bioge...	164	8	8.16	170	0.09916	0.58518	NA	NA
GO:0046417	chorismate metabolic process	11	2	0.55	19	0.10016	0.10016	NA	NA
GO:0000272	polysaccharide catabolic process	40	4	1.99	22	0.13266	0.13266	NA	NA
GO:0006979	response to oxidative stress	13	2	0.65	23	0.13340	0.13340	NA	NA
GO:0009220	pyrimidine ribonucleotide biosynthetic p...	13	2	0.65	24	0.14077	0.13340	NA	NA
GO:0044281	small molecule metabolic process	351	18	17.45	268	0.14316	0.76261	NA	NA
GO:0055114	oxidation-reduction process	166	11	8.25	38	0.15842	0.18927	NA	NA
GO:0046039	GTP metabolic process	15	2	0.75	34	0.16874	0.16874	NA	NA
GO:0046132	pyrimidine ribonucleoside biosynthetic p...	14	2	0.7	31	0.18322	0.15086	NA	NA
GO:0071704	organic substance metabolic process	829	42	41.23	171	0.18580	0.58746	NA	NA
GO:0032259	methylation	55	5	2.74	21	0.19064	0.13226	NA	NA
GO:0019438	aromatic compound biosynthetic process	308	16	15.32	119	0.20892	0.46923	NA	NA
GO:0006468	protein phosphorylation	32	3	1.59	44	0.20981	0.20981	NA	NA
GO:0072528	pyrimidine-containing compound biosynthe...	28	4	1.39	11	0.21847	0.04602	NA	NA
GO:0044087	regulation of cellular component biogene...	16	2	0.8	37	0.22379	0.18697	NA	NA
GO:0005975	carbohydrate metabolic process	114	10	5.67	13	0.23387	0.04823	NA	NA
GO:1901607	alpha-amino acid biosynthetic process	85	6	4.23	50	0.23440	0.24227	NA	NA
GO:0009130	pyrimidine nucleoside monophosphate bios...	17	2	0.85	39	0.26225	0.20547	NA	NA
GO:0009636	response to toxic substance	19	2	0.94	51	0.26267	0.24300	NA	NA
GO:0098655	cation transmembrane transport	28	2	1.39	89	0.26459	0.41055	NA	NA
GO:0009108	coenzyme biosynthetic process	55	4	2.74	60	0.27690	0.29020	NA	NA
GO:1901605	alpha-amino acid metabolic process	101	7	5.02	49	0.29424	0.22978	NA	NA
GO:0051186	cofactor metabolic process	82	6	4.08	46	0.29463	0.21708	NA	NA
GO:0016043	cellular component organization	129	5	6.42	285	0.31183	0.79078	NA	NA
GO:0000910	cytokinesis	18	2	0.9	47	0.33338	0.22417	NA	NA
GO:0009605	response to external stimulus	54	3	2.69	132	0.33751	0.51110	NA	NA
GO:0050794	regulation of cellular process	205	9	10.19	248	0.34715	0.71920	NA	NA
GO:0006221	pyrimidine nucleotide biosynthetic proce...	22	3	1.09	18	0.36176	0.09174	NA	NA
GO:0070887	cellular response to chemical stimulus	21	2	1.04	57	0.36701	0.28085	NA	NA
GO:0006575	cellular modified amino acid metabolic p...	23	2	1.14	69	0.36755	0.31860	NA	NA
GO:0006974	cellular response to DNA damage stimulus	52	2	2.59	260	0.37565	0.74502	NA	NA
GO:0017144	drug metabolic process	104	6	5.17	91	0.38930	0.41588	NA	NA
GO:0006790	sulfur compound metabolic process	40	3	1.99	70	0.39787	0.31991	NA	NA
GO:0006222	UMP biosynthetic process	10	1	0.5	83	0.40084	0.40084	NA	NA
GO:1990748	cellular detoxification	10	1	0.5	84	0.40084	0.40084	NA	NA
GO:0015986	ATP synthesis coupled proton transport	10	1	0.5	85	0.40084	0.40084	NA	NA
GO:1901700	response to oxygen-containing compound	10	1	0.5	86	0.40084	0.40084	NA	NA
GO:0032506	cytokinetic process	10	1	0.5	87	0.40084	0.40084	NA	NA
GO:0006351	transcription, DNA-templated	104	5	5.17	181	0.40516	0.60385	NA	NA
GO:0051188	cofactor biosynthetic process	66	5	3.28	48	0.42296	0.22627	NA	NA
GO:0046129	purine ribonucleoside biosynthetic proce...	11	1	0.55	92	0.43090	0.43090	NA	NA
GO:0046112	nucleobase biosynthetic process	11	1	0.55	93	0.43090	0.43090	NA	NA
GO:0051641	cellular localization	11	1	0.55	94	0.43090	0.43090	NA	NA
