GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0015405	P-P-bond-hydrolysis-driven transmembrane...	41	2	0.37	4	0.025	0.051	WP_003514910.1;WP_003517262.1	WP_003515787.1;WP_003516386.1;WP_003517490.1
GO:0005524	ATP binding	254	5	2.31	7	0.060	0.060	NA	NA
GO:0030145	manganese ion binding	10	1	0.09	14	0.088	0.088	NA	NA
GO:0004540	ribonuclease activity	10	1	0.09	15	0.088	0.088	NA	NA
GO:0008408	3'-5' exonuclease activity	11	1	0.1	17	0.096	0.096	NA	NA
GO:0016881	acid-amino acid ligase activity	11	1	0.1	18	0.096	0.096	NA	NA
GO:0050661	NADP binding	15	1	0.14	27	0.129	0.129	NA	NA
GO:0004252	serine-type endopeptidase activity	15	1	0.14	28	0.129	0.129	NA	NA
GO:0008094	DNA-dependent ATPase activity	20	1	0.18	37	0.168	0.168	NA	NA
GO:0140101	catalytic activity, acting on a tRNA	47	2	0.43	11	0.172	0.065	NA	NA
GO:0000049	tRNA binding	21	1	0.19	38	0.176	0.176	NA	NA
GO:0005515	protein binding	92	2	0.84	42	0.202	0.202	NA	NA
GO:0004812	aminoacyl-tRNA ligase activity	25	1	0.23	43	0.206	0.206	NA	NA
GO:0016887	ATPase activity	98	3	0.89	5	0.232	0.053	NA	NA
GO:0030170	pyridoxal phosphate binding	29	1	0.26	46	0.235	0.235	NA	NA
GO:0016616	oxidoreductase activity, acting on the C...	30	1	0.27	48	0.242	0.242	NA	NA
GO:0043168	anion binding	370	7	3.37	1	0.285	0.024	NA	NA
GO:0042626	ATPase activity, coupled to transmembran...	38	1	0.35	52	0.297	0.297	NA	NA
GO:0016757	transferase activity, transferring glyco...	39	1	0.35	55	0.304	0.304	NA	NA
GO:0016779	nucleotidyltransferase activity	49	1	0.45	60	0.367	0.367	NA	NA
GO:0008168	methyltransferase activity	55	1	0.5	61	0.402	0.402	NA	NA
GO:0016853	isomerase activity	56	1	0.51	62	0.408	0.408	NA	NA
GO:0000287	magnesium ion binding	60	1	0.55	64	0.430	0.430	NA	NA
GO:0016301	kinase activity	83	1	0.76	71	0.544	0.544	NA	NA
GO:0016829	lyase activity	91	1	0.83	73	0.579	0.579	NA	NA
