GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0003678	DNA helicase activity	13	3	0.57	3	0.017	0.017	WP_003516530.1;WP_003517639.1;WP_003518077.1	WP_003512220.1;WP_003514194.1;WP_003516360.1
GO:0016884	carbon-nitrogen ligase activity, with gl...	13	3	0.57	4	0.017	0.017	WP_003512661.1;WP_003515614.1;WP_003517617.1	WP_003512220.1;WP_003514194.1;WP_003516360.1
GO:0008168	methyltransferase activity	55	5	2.41	12	0.062	0.088	NA	NA
GO:0008238	exopeptidase activity	11	2	0.48	10	0.081	0.081	NA	NA
GO:0046906	tetrapyrrole binding	12	2	0.53	14	0.085	0.094	NA	NA
GO:0008237	metallopeptidase activity	14	2	0.61	17	0.085	0.123	NA	NA
GO:0046873	metal ion transmembrane transporter acti...	12	2	0.53	15	0.094	0.094	NA	NA
GO:0003824	catalytic activity	943	48	41.34	1	0.107	0.013	NA	NA
GO:0016782	transferase activity, transferring sulfu...	13	2	0.57	16	0.108	0.108	NA	NA
GO:0005524	ATP binding	254	15	11.13	18	0.125	0.125	NA	NA
GO:0004553	hydrolase activity, hydrolyzing O-glycos...	45	4	1.97	22	0.130	0.130	NA	NA
GO:0004252	serine-type endopeptidase activity	15	2	0.66	24	0.138	0.138	NA	NA
GO:0043169	cation binding	274	14	12.01	50	0.196	0.302	NA	NA
GO:0005515	protein binding	92	6	4.03	40	0.210	0.210	NA	NA
GO:0008094	DNA-dependent ATPase activity	20	2	0.88	42	0.217	0.217	NA	NA
GO:0009055	electron transfer activity	21	2	0.92	45	0.234	0.234	NA	NA
GO:0042623	ATPase activity, coupled	65	5	2.85	27	0.263	0.151	NA	NA
GO:0097367	carbohydrate derivative binding	318	18	13.94	21	0.280	0.129	NA	NA
GO:0008236	serine-type peptidase activity	23	3	1.01	8	0.296	0.076	NA	NA
GO:0046872	metal ion binding	269	13	11.79	61	0.325	0.395	NA	NA
GO:0008270	zinc ion binding	46	3	2.02	54	0.328	0.328	NA	NA
GO:0004386	helicase activity	23	4	1.01	2	0.349	0.016	NA	NA
GO:0016462	pyrophosphatase activity	144	9	6.31	31	0.349	0.169	NA	NA
GO:0048037	cofactor binding	165	9	7.23	49	0.355	0.291	NA	NA
GO:0020037	heme binding	10	1	0.44	55	0.362	0.362	NA	NA
GO:0098772	molecular function regulator	10	1	0.44	56	0.362	0.362	NA	NA
GO:0016627	oxidoreductase activity, acting on the C...	10	1	0.44	57	0.362	0.362	NA	NA
GO:0030170	pyridoxal phosphate binding	29	2	1.27	58	0.366	0.366	NA	NA
GO:0016740	transferase activity	352	19	15.43	35	0.384	0.171	NA	NA
GO:0016881	acid-amino acid ligase activity	11	1	0.48	60	0.391	0.391	NA	NA
GO:0051539	4 iron, 4 sulfur cluster binding	31	2	1.36	62	0.398	0.398	NA	NA
GO:0003735	structural constituent of ribosome	52	3	2.28	64	0.402	0.402	NA	NA
GO:0004222	metalloendopeptidase activity	12	1	0.53	66	0.418	0.418	NA	NA
GO:0051536	iron-sulfur cluster binding	64	4	2.81	51	0.423	0.307	NA	NA
GO:0019842	vitamin binding	42	3	1.84	46	0.439	0.278	NA	NA
GO:0140102	catalytic activity, acting on a rRNA	13	1	0.57	68	0.443	0.443	NA	NA
GO:0050660	flavin adenine dinucleotide binding	13	1	0.57	69	0.443	0.443	NA	NA
GO:0008233	peptidase activity	60	6	2.63	5	0.448	0.043	NA	NA
GO:0016787	hydrolase activity	399	23	17.49	7	0.463	0.069	NA	NA
GO:0016903	oxidoreductase activity, acting on the a...	15	1	0.66	71	0.492	0.492	NA	NA
GO:0016758	transferase activity, transferring hexos...	15	1	0.66	72	0.492	0.492	NA	NA
GO:0016831	carboxy-lyase activity	16	1	0.7	77	0.514	0.514	NA	NA
GO:0019843	rRNA binding	40	2	1.75	80	0.532	0.532	NA	NA
GO:0000155	phosphorelay sensor kinase activity	17	1	0.75	81	0.536	0.536	NA	NA
GO:0010181	FMN binding	17	1	0.75	82	0.536	0.536	NA	NA
GO:0016874	ligase activity	81	6	3.55	25	0.540	0.138	NA	NA
GO:0019829	cation-transporting ATPase activity	18	1	0.79	84	0.556	0.556	NA	NA
GO:0030246	carbohydrate binding	44	2	1.93	93	0.557	0.585	NA	NA
GO:0008144	drug binding	304	18	13.33	13	0.569	0.091	NA	NA
GO:0015077	monovalent inorganic cation transmembran...	19	1	0.83	90	0.576	0.576	NA	NA
GO:0016773	phosphotransferase activity, alcohol gro...	49	2	2.15	104	0.578	0.645	NA	NA
GO:0042626	ATPase activity, coupled to transmembran...	38	2	1.67	73	0.594	0.504	NA	NA
GO:0008757	S-adenosylmethionine-dependent methyltra...	20	1	0.88	94	0.595	0.595	NA	NA
GO:0032550	purine ribonucleoside binding	55	2	2.41	117	0.599	0.708	NA	NA
GO:0004527	exonuclease activity	21	1	0.92	97	0.613	0.613	NA	NA
GO:0008483	transaminase activity	21	1	0.92	98	0.613	0.613	NA	NA
GO:0140101	catalytic activity, acting on a tRNA	47	2	2.06	101	0.631	0.622	NA	NA
GO:0016779	nucleotidyltransferase activity	49	2	2.15	105	0.645	0.645	NA	NA
GO:0003676	nucleic acid binding	306	10	13.41	134	0.645	0.900	NA	NA
GO:0030248	cellulose binding	23	1	1.01	106	0.647	0.647	NA	NA
GO:0003924	GTPase activity	23	1	1.01	107	0.647	0.647	NA	NA
GO:0016757	transferase activity, transferring glyco...	39	2	1.71	78	0.660	0.518	NA	NA
GO:0004812	aminoacyl-tRNA ligase activity	25	1	1.1	108	0.678	0.678	NA	NA
GO:0016765	transferase activity, transferring alkyl...	25	1	1.1	109	0.678	0.678	NA	NA
GO:0140096	catalytic activity, acting on a protein	116	8	5.09	19	0.682	0.127	NA	NA
GO:0016301	kinase activity	83	3	3.64	121	0.691	0.720	NA	NA
GO:0004519	endonuclease activity	28	1	1.23	120	0.719	0.719	NA	NA
GO:0016616	oxidoreductase activity, acting on the C...	30	1	1.32	124	0.744	0.744	NA	NA
GO:0016788	hydrolase activity, acting on ester bond...	78	3	3.42	111	0.745	0.679	NA	NA
GO:0005525	GTP binding	35	1	1.53	127	0.796	0.796	NA	NA
GO:0003677	DNA binding	177	6	7.76	128	0.813	0.813	NA	NA
