GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0003677	DNA binding	177	11	5.71	2	0.019	0.019	WP_003511531.1;WP_003511571.1;WP_003512440.1;WP_003512781.1;WP_003513026.1;WP_003514207.1;WP_003516142.1;WP_003516665.1;WP_003516952.1;WP_003517235.1;WP_003517993.1	WP_003512697.1;WP_003513117.1;WP_003514187.1;WP_003514338.1;WP_003515387.1;WP_003515543.1;WP_003516075.1;WP_003517147.1;WP_003518671.1
GO:0060089	molecular transducer activity	18	3	0.58	1	0.024	0.018	WP_003511531.1;WP_003517987.1;WP_003519285.1	WP_003512697.1;WP_003513117.1;WP_003514187.1;WP_003514338.1;WP_003515387.1;WP_003515543.1;WP_003516075.1;WP_003517147.1;WP_003518671.1
GO:0004540	ribonuclease activity	10	2	0.32	3	0.039	0.039	WP_003512781.1;WP_003513352.1	WP_003512697.1;WP_003513117.1;WP_003514187.1;WP_003514338.1;WP_003515387.1;WP_003515543.1;WP_003516075.1;WP_003517147.1;WP_003518671.1
GO:0016811	hydrolase activity, acting on carbon-nit...	15	2	0.48	6	0.082	0.082	NA	NA
GO:0015405	P-P-bond-hydrolysis-driven transmembrane...	41	3	1.32	9	0.092	0.143	NA	NA
GO:0017111	nucleoside-triphosphatase activity	134	6	4.32	20	0.120	0.258	NA	NA
GO:0008483	transaminase activity	21	2	0.68	10	0.145	0.145	NA	NA
GO:0015075	ion transmembrane transporter activity	39	3	1.26	8	0.175	0.128	NA	NA
GO:0015318	inorganic molecular entity transmembrane...	38	3	1.23	7	0.201	0.120	NA	NA
GO:0004519	endonuclease activity	28	2	0.9	15	0.227	0.227	NA	NA
GO:0003824	catalytic activity	943	31	30.42	60	0.228	0.501	NA	NA
GO:0030170	pyridoxal phosphate binding	29	2	0.94	16	0.240	0.240	NA	NA
GO:0016987	sigma factor activity	10	1	0.32	24	0.280	0.280	NA	NA
GO:0030145	manganese ion binding	10	1	0.32	25	0.280	0.280	NA	NA
GO:0004888	transmembrane signaling receptor activit...	10	1	0.32	26	0.280	0.280	NA	NA
GO:0022857	transmembrane transporter activity	68	5	2.19	4	0.289	0.063	NA	NA
GO:0003899	DNA-directed 5'-3' RNA polymerase activi...	11	1	0.35	28	0.304	0.304	NA	NA
GO:0046873	metal ion transmembrane transporter acti...	12	1	0.39	35	0.327	0.327	NA	NA
GO:0044769	ATPase activity, coupled to transmembran...	12	1	0.39	36	0.327	0.327	NA	NA
GO:0004222	metalloendopeptidase activity	12	1	0.39	37	0.327	0.327	NA	NA
GO:0051536	iron-sulfur cluster binding	64	3	2.06	38	0.341	0.341	NA	NA
GO:0016884	carbon-nitrogen ligase activity, with gl...	13	1	0.42	40	0.348	0.348	NA	NA
GO:0016782	transferase activity, transferring sulfu...	13	1	0.42	41	0.348	0.348	NA	NA
GO:0016758	transferase activity, transferring hexos...	15	1	0.48	45	0.390	0.390	NA	NA
GO:0042802	identical protein binding	16	1	0.52	48	0.410	0.410	NA	NA
GO:0015078	proton transmembrane transporter activit...	16	1	0.52	49	0.410	0.410	NA	NA
