GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0016779	nucleotidyltransferase activity	49	4	0.93	2	0.012	0.0119	WP_003511635.1;WP_003513594.1;WP_003515634.1;WP_003516134.1	WP_003511913.1;WP_003512574.1;WP_003512623.1;WP_003514245.1;WP_003514796.1
GO:0030554	adenyl nucleotide binding	257	7	4.89	13	0.035	0.1991	WP_003512130.1;WP_003515457.1;WP_003515791.1;WP_003516134.1;WP_003516406.1;WP_003517020.1;WP_003518165.1	WP_003511913.1;WP_003512574.1;WP_003512623.1;WP_003514245.1;WP_003514796.1
GO:0030170	pyridoxal phosphate binding	29	2	0.55	5	0.103	0.1030	NA	NA
GO:0005515	protein binding	92	4	1.75	3	0.160	0.0910	NA	NA
GO:0098772	molecular function regulator	10	1	0.19	9	0.175	0.1754	NA	NA
GO:0046933	proton-transporting ATP synthase activit...	11	1	0.21	11	0.191	0.1912	NA	NA
GO:0008238	exopeptidase activity	11	1	0.21	12	0.191	0.1912	NA	NA
GO:0004672	protein kinase activity	30	2	0.57	7	0.201	0.1092	NA	NA
GO:0008173	RNA methyltransferase activity	15	1	0.29	19	0.252	0.2516	NA	NA
GO:0016758	transferase activity, transferring hexos...	15	1	0.29	20	0.252	0.2516	NA	NA
GO:0042802	identical protein binding	16	1	0.3	21	0.266	0.2660	NA	NA
GO:0016831	carboxy-lyase activity	16	1	0.3	22	0.266	0.2660	NA	NA
GO:0000155	phosphorelay sensor kinase activity	17	1	0.32	24	0.280	0.2802	NA	NA
GO:0008144	drug binding	304	9	5.78	4	0.293	0.0971	NA	NA
GO:0016866	intramolecular transferase activity	18	1	0.34	26	0.294	0.2940	NA	NA
GO:0008135	translation factor activity, RNA binding	19	1	0.36	31	0.308	0.3077	NA	NA
GO:0008757	S-adenosylmethionine-dependent methyltra...	20	1	0.38	34	0.321	0.3211	NA	NA
GO:0008483	transaminase activity	21	1	0.4	35	0.334	0.3342	NA	NA
GO:0004527	exonuclease activity	21	1	0.4	36	0.334	0.3342	NA	NA
GO:0016407	acetyltransferase activity	22	1	0.42	40	0.347	0.3471	NA	NA
GO:0005524	ATP binding	254	6	4.83	41	0.349	0.3494	NA	NA
GO:0004386	helicase activity	23	1	0.44	43	0.360	0.3597	NA	NA
GO:0017111	nucleoside-triphosphatase activity	134	3	2.55	56	0.409	0.4780	NA	NA
GO:0008168	methyltransferase activity	55	2	1.05	25	0.455	0.2816	NA	NA
GO:0032561	guanyl ribonucleotide binding	45	1	0.86	69	0.585	0.5855	NA	NA
GO:0008270	zinc ion binding	46	1	0.88	72	0.594	0.5937	NA	NA
GO:0140101	catalytic activity, acting on a tRNA	47	1	0.89	75	0.602	0.6017	NA	NA
GO:0140110	transcription regulator activity	48	1	0.91	76	0.610	0.6096	NA	NA
GO:0016301	kinase activity	83	3	1.58	14	0.623	0.2059	NA	NA
GO:0043168	anion binding	370	9	7.04	18	0.636	0.2475	NA	NA
GO:0140097	catalytic activity, acting on DNA	56	1	1.07	81	0.667	0.6675	NA	NA
GO:0016740	transferase activity	352	10	6.7	80	0.670	0.6601	NA	NA
GO:0003677	DNA binding	177	3	3.37	83	0.678	0.6775	NA	NA
GO:0005198	structural molecule activity	58	1	1.1	84	0.681	0.6806	NA	NA
GO:0048037	cofactor binding	165	3	3.14	79	0.747	0.6273	NA	NA
GO:0046872	metal ion binding	269	2	5.12	97	0.983	0.9777	NA	NA
GO:0003674	molecular_function	1209	23	23	100	1.000	1.0000	NA	NA
GO:0035639	purine ribonucleoside triphosphate bindi...	284	6	5.4	54	1.000	0.4637	NA	NA
GO:0003676	nucleic acid binding	306	3	5.82	96	1.000	0.9554	NA	NA
GO:0016772	transferase activity, transferring phosp...	134	7	2.55	1	1.000	0.0094	NA	NA
GO:0016773	phosphotransferase activity, alcohol gro...	49	2	0.93	17	1.000	0.2383	NA	NA
GO:0016887	ATPase activity	98	1	1.86	93	1.000	0.8596	NA	NA
GO:0016775	phosphotransferase activity, nitrogenous...	21	1	0.4	37	1.000	0.3342	NA	NA
GO:0140096	catalytic activity, acting on a protein	116	3	2.21	49	1.000	0.3821	NA	NA
GO:0097367	carbohydrate derivative binding	318	7	6.05	50	1.000	0.4014	NA	NA
GO:0140098	catalytic activity, acting on RNA	80	1	1.52	91	1.000	0.7960	NA	NA
GO:0022853	active ion transmembrane transporter act...	19	1	0.36	32	1.000	0.3077	NA	NA
GO:0070011	peptidase activity, acting on L-amino ac...	46	1	0.88	73	1.000	0.5937	NA	NA
GO:1901265	nucleoside phosphate binding	358	8	6.81	44	1.000	0.3653	NA	NA
GO:0044769	ATPase activity, coupled to transmembran...	12	1	0.23	15	1.000	0.2067	NA	NA
GO:0022857	transmembrane transporter activity	68	1	1.29	87	1.000	0.7392	NA	NA
GO:0042623	ATPase activity, coupled	65	1	1.24	86	1.000	0.7228	NA	NA
GO:0043167	ion binding	536	10	10.2	78	1.000	0.6130	NA	NA
GO:0042625	ATPase coupled ion transmembrane transpo...	18	1	0.34	27	1.000	0.2940	NA	NA
GO:0042626	ATPase activity, coupled to transmembran...	38	1	0.72	57	1.000	0.5236	NA	NA
GO:0015318	inorganic molecular entity transmembrane...	38	1	0.72	58	1.000	0.5236	NA	NA
GO:0043169	cation binding	274	2	5.21	98	1.000	0.9799	NA	NA
GO:0005215	transporter activity	72	1	1.37	88	1.000	0.7596	NA	NA
GO:0022890	inorganic cation transmembrane transport...	31	1	0.59	52	1.000	0.4528	NA	NA
GO:0008324	cation transmembrane transporter activit...	32	1	0.61	53	1.000	0.4635	NA	NA
GO:0015075	ion transmembrane transporter activity	39	1	0.74	63	1.000	0.5329	NA	NA
GO:0015077	monovalent inorganic cation transmembran...	19	1	0.36	33	1.000	0.3077	NA	NA
GO:0015405	P-P-bond-hydrolysis-driven transmembrane...	41	1	0.78	66	1.000	0.5511	NA	NA
GO:0008233	peptidase activity	60	1	1.14	85	1.000	0.6933	NA	NA
GO:0032553	ribonucleotide binding	309	7	5.88	46	1.000	0.3692	NA	NA
GO:0015078	proton transmembrane transporter activit...	16	1	0.3	23	1.000	0.2660	NA	NA
GO:0032555	purine ribonucleotide binding	290	7	5.52	30	1.000	0.3032	NA	NA
GO:0019001	guanyl nucleotide binding	45	1	0.86	70	1.000	0.5855	NA	NA
GO:0000166	nucleotide binding	358	8	6.81	45	1.000	0.3653	NA	NA
GO:0005488	binding	841	16	16	74	1.000	0.6007	NA	NA
GO:0043492	ATPase activity, coupled to movement of ...	38	1	0.72	59	1.000	0.5236	NA	NA
GO:0016829	lyase activity	91	1	1.73	92	1.000	0.8375	NA	NA
GO:0032559	adenyl ribonucleotide binding	255	6	4.85	42	1.000	0.3531	NA	NA
GO:0017076	purine nucleotide binding	292	8	5.56	8	1.000	0.1680	NA	NA
GO:0016769	transferase activity, transferring nitro...	21	1	0.4	38	1.000	0.3342	NA	NA
GO:0004673	protein histidine kinase activity	18	1	0.34	28	1.000	0.2940	NA	NA
GO:0016741	transferase activity, transferring one-c...	64	2	1.22	39	1.000	0.3464	NA	NA
GO:0019829	cation-transporting ATPase activity	18	1	0.34	29	1.000	0.2940	NA	NA
GO:0050662	coenzyme binding	95	2	1.81	67	1.000	0.5513	NA	NA
GO:0016817	hydrolase activity, acting on acid anhyd...	144	3	2.74	60	1.000	0.5289	NA	NA
GO:0097159	organic cyclic compound binding	616	13	11.72	47	1.000	0.3719	NA	NA
GO:0016818	hydrolase activity, acting on acid anhyd...	144	3	2.74	61	1.000	0.5289	NA	NA
GO:0016746	transferase activity, transferring acyl ...	40	1	0.76	65	1.000	0.5421	NA	NA
GO:0046914	transition metal ion binding	79	1	1.5	90	1.000	0.7918	NA	NA
GO:1901363	heterocyclic compound binding	616	13	11.72	48	1.000	0.3719	NA	NA
GO:0003723	RNA binding	116	1	2.21	94	1.000	0.9039	NA	NA
GO:0016747	transferase activity, transferring acyl ...	33	1	0.63	55	1.000	0.4740	NA	NA
GO:0016757	transferase activity, transferring glyco...	39	1	0.74	64	1.000	0.5329	NA	NA
GO:0015399	primary active transmembrane transporter...	43	1	0.82	68	1.000	0.5686	NA	NA
GO:0016853	isomerase activity	56	1	1.07	82	1.000	0.6675	NA	NA
GO:0004518	nuclease activity	48	1	0.91	77	1.000	0.6096	NA	NA
GO:0070279	vitamin B6 binding	29	2	0.55	6	1.000	0.1030	NA	NA
GO:0003824	catalytic activity	943	15	17.94	99	1.000	0.9934	NA	NA
GO:0016787	hydrolase activity	399	5	7.59	95	1.000	0.9214	NA	NA
GO:0016788	hydrolase activity, acting on ester bond...	78	1	1.48	89	1.000	0.7874	NA	NA
GO:0036094	small molecule binding	407	10	7.74	16	1.000	0.2144	NA	NA
GO:0019842	vitamin binding	42	2	0.8	10	1.000	0.1887	NA	NA
GO:0016462	pyrophosphatase activity	144	3	2.74	62	1.000	0.5289	NA	NA
GO:0016830	carbon-carbon lyase activity	27	1	0.51	51	1.000	0.4080	NA	NA
GO:0022804	active transmembrane transporter activit...	45	1	0.86	71	1.000	0.5855	NA	NA
