GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0006526	arginine biosynthetic process	12	3	0.3	1	0.0027	0.0027	ADU75560.1;WP_003512250.1;WP_003513825.1	WP_003512015.1;WP_003515703.1;WP_003515853.1;WP_003515960.1;WP_003516112.1;WP_003517957.1;WP_003517996.1;WP_003518362.1;WP_003519055.1
GO:1901575	organic substance catabolic process	134	4	3.39	77	0.0507	0.4462	NA	NA
GO:0050789	regulation of biological process	217	6	5.49	92	0.0755	0.4798	NA	NA
GO:0032259	methylation	55	3	1.39	8	0.1793	0.1587	NA	NA
GO:0006935	chemotaxis	31	2	0.78	9	0.1835	0.1835	NA	NA
GO:1901136	carbohydrate derivative catabolic proces...	53	2	1.34	64	0.1869	0.3922	NA	NA
GO:0044248	cellular catabolic process	106	3	2.68	95	0.1933	0.5128	NA	NA
GO:0006351	transcription, DNA-templated	104	4	2.63	20	0.2222	0.2655	NA	NA
GO:0006364	rRNA processing	25	2	0.63	3	0.2225	0.1297	NA	NA
GO:0019318	hexose metabolic process	10	1	0.25	12	0.2270	0.2270	NA	NA
GO:0031167	rRNA methylation	10	1	0.25	13	0.2270	0.2270	NA	NA
GO:0016310	phosphorylation	98	4	2.48	14	0.2312	0.2312	NA	NA
GO:0010557	positive regulation of macromolecule bio...	11	1	0.28	15	0.2468	0.2468	NA	NA
GO:0031328	positive regulation of cellular biosynth...	11	1	0.28	16	0.2468	0.2468	NA	NA
GO:0046112	nucleobase biosynthetic process	11	1	0.28	17	0.2468	0.2468	NA	NA
GO:0005975	carbohydrate metabolic process	114	4	2.89	49	0.2485	0.3249	NA	NA
GO:0006352	DNA-templated transcription, initiation	12	1	0.3	22	0.2660	0.2660	NA	NA
GO:0051604	protein maturation	12	1	0.3	23	0.2660	0.2660	NA	NA
GO:0009086	methionine biosynthetic process	12	1	0.3	24	0.2660	0.2660	NA	NA
GO:0042592	homeostatic process	12	1	0.3	25	0.2660	0.2660	NA	NA
GO:0051173	positive regulation of nitrogen compound...	13	1	0.33	28	0.2848	0.2848	NA	NA
GO:0050790	regulation of catalytic activity	13	1	0.33	29	0.2848	0.2848	NA	NA
GO:0046132	pyrimidine ribonucleoside biosynthetic p...	14	1	0.35	36	0.3031	0.3031	NA	NA
GO:0010628	positive regulation of gene expression	14	1	0.35	37	0.3031	0.3031	NA	NA
GO:1902600	proton transmembrane transport	14	1	0.35	38	0.3031	0.3031	NA	NA
GO:0009069	serine family amino acid metabolic proce...	15	1	0.38	45	0.3210	0.3210	NA	NA
GO:0046031	ADP metabolic process	15	1	0.38	46	0.3210	0.3210	NA	NA
GO:0044282	small molecule catabolic process	60	2	1.52	84	0.3224	0.4554	NA	NA
GO:0006091	generation of precursor metabolites and ...	50	2	1.27	58	0.3371	0.3642	NA	NA
GO:0015980	energy derivation by oxidation of organi...	16	1	0.41	50	0.3384	0.3384	NA	NA
GO:0051260	protein homooligomerization	18	1	0.46	59	0.3720	0.3720	NA	NA
GO:0006631	fatty acid metabolic process	19	1	0.48	62	0.3881	0.3881	NA	NA
GO:0044283	small molecule biosynthetic process	220	6	5.57	190	0.4054	0.8827	NA	NA
GO:0016051	carbohydrate biosynthetic process	21	1	0.53	70	0.4193	0.4193	NA	NA
GO:0006355	regulation of transcription, DNA-templat...	94	3	2.38	72	0.4304	0.4304	NA	NA
GO:0009273	peptidoglycan-based cell wall biogenesis	22	1	0.56	75	0.4343	0.4343	NA	NA
GO:0006418	tRNA aminoacylation for protein translat...	23	1	0.58	79	0.4489	0.4489	NA	NA
GO:0022900	electron transport chain	24	1	0.61	85	0.4631	0.4631	NA	NA
GO:0006400	tRNA modification	24	1	0.61	86	0.4631	0.4631	NA	NA
GO:0006090	pyruvate metabolic process	25	1	0.63	91	0.4770	0.4770	NA	NA
GO:0008610	lipid biosynthetic process	32	1	0.81	109	0.5650	0.5650	NA	NA
GO:0044036	cell wall macromolecule metabolic proces...	34	1	0.86	114	0.5874	0.5874	NA	NA
GO:0006508	proteolysis	77	2	1.95	115	0.5929	0.5929	NA	NA
GO:0007165	signal transduction	81	2	2.05	121	0.6215	0.6215	NA	NA
GO:0000272	polysaccharide catabolic process	40	1	1.01	128	0.6481	0.6481	NA	NA
GO:0042454	ribonucleoside catabolic process	44	1	1.11	134	0.6837	0.6837	NA	NA
GO:0040007	growth	135	3	3.42	135	0.6847	0.6847	NA	NA
GO:0017144	drug metabolic process	104	2	2.63	149	0.6992	0.7579	NA	NA
GO:0018130	heterocycle biosynthetic process	307	6	7.77	166	0.7054	0.8340	NA	NA
GO:0055085	transmembrane transport	86	2	2.18	132	0.7366	0.6552	NA	NA
GO:0090305	nucleic acid phosphodiester bond hydroly...	51	1	1.29	148	0.7378	0.7378	NA	NA
GO:1901362	organic cyclic compound biosynthetic pro...	318	6	8.05	179	0.7868	0.8611	NA	NA
GO:0046034	ATP metabolic process	59	1	1.49	159	0.7887	0.7887	NA	NA
GO:0046434	organophosphate catabolic process	62	1	1.57	161	0.8052	0.8052	NA	NA
GO:0055114	oxidation-reduction process	166	3	4.2	163	0.8654	0.8168	NA	NA
