GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0000160	phosphorelay signal transduction system	48	4	0.95	2	0.013	0.013	WP_003515791.1;WP_003517495.1;WP_003518165.1;WP_003518706.1	WP_003511913.1;WP_003512574.1;WP_003512623.1;WP_003514245.1;WP_003514796.1
GO:0032506	cytokinetic process	10	2	0.2	3	0.015	0.015	WP_003512917.1;WP_003516374.1	WP_003511913.1;WP_003512574.1;WP_003512623.1;WP_003514245.1;WP_003514796.1
GO:0019954	asexual reproduction	10	2	0.2	4	0.015	0.015	WP_003512130.1;WP_003516374.1	WP_003511913.1;WP_003512574.1;WP_003512623.1;WP_003514245.1;WP_003514796.1
GO:0015980	energy derivation by oxidation of organi...	16	2	0.32	8	0.038	0.038	WP_003512623.1;WP_003516134.1	WP_003511913.1;WP_003512574.1;WP_003512623.1;WP_003514245.1;WP_003514796.1
GO:0048869	cellular developmental process	24	2	0.48	17	0.080	0.080	NA	NA
GO:0009150	purine ribonucleotide metabolic process	104	2	2.07	188	0.081	0.629	NA	NA
GO:0016051	carbohydrate biosynthetic process	21	2	0.42	12	0.093	0.063	NA	NA
GO:0006928	movement of cell or subcellular componen...	22	2	0.44	13	0.110	0.069	NA	NA
GO:0009653	anatomical structure morphogenesis	24	2	0.48	18	0.111	0.080	NA	NA
GO:0015986	ATP synthesis coupled proton transport	10	1	0.2	33	0.183	0.183	NA	NA
GO:0051701	interaction with host	10	1	0.2	34	0.183	0.183	NA	NA
GO:0019318	hexose metabolic process	10	1	0.2	35	0.183	0.183	NA	NA
GO:0044267	cellular protein metabolic process	182	5	3.62	83	0.193	0.289	NA	NA
GO:0046129	purine ribonucleoside biosynthetic proce...	11	1	0.22	38	0.199	0.199	NA	NA
GO:0071973	bacterial-type flagellum-dependent cell ...	11	1	0.22	39	0.199	0.199	NA	NA
GO:0006457	protein folding	11	1	0.22	40	0.199	0.199	NA	NA
GO:0009266	response to temperature stimulus	11	1	0.22	41	0.199	0.199	NA	NA
GO:0071897	DNA biosynthetic process	11	1	0.22	42	0.199	0.199	NA	NA
GO:0006414	translational elongation	11	1	0.22	43	0.199	0.199	NA	NA
GO:0033692	cellular polysaccharide biosynthetic pro...	12	1	0.24	47	0.215	0.215	NA	NA
GO:0006810	transport	122	3	2.43	133	0.217	0.445	NA	NA
GO:0023014	signal transduction by protein phosphory...	13	1	0.26	52	0.231	0.231	NA	NA
GO:0050790	regulation of catalytic activity	13	1	0.26	53	0.231	0.231	NA	NA
GO:0006417	regulation of translation	14	1	0.28	56	0.246	0.246	NA	NA
GO:0006468	protein phosphorylation	32	2	0.64	25	0.255	0.131	NA	NA
GO:0045892	negative regulation of transcription, DN...	15	1	0.3	62	0.262	0.262	NA	NA
GO:0070925	organelle assembly	15	1	0.3	63	0.262	0.262	NA	NA
GO:0018106	peptidyl-histidine phosphorylation	15	1	0.3	64	0.262	0.262	NA	NA
GO:0009069	serine family amino acid metabolic proce...	15	1	0.3	65	0.262	0.262	NA	NA
GO:0007049	cell cycle	36	3	0.72	7	0.272	0.032	NA	NA
GO:0000097	sulfur amino acid biosynthetic process	16	1	0.32	72	0.277	0.277	NA	NA
